19276,RZ-230579-15,Preliminary report on the results of research conducted during the 2018 field season.,,B. D. Wescoat,08/15/2018,,https://samothrace.emory.edu/field-seasons/,,,,2018 Field Season
19277,RZ-230579-15,Preliminary report on research conducted during the 2017 field season.,,B. D. Wescoat,08/15/2017,,https://samothrace.emory.edu/field-seasons/,,,,2017 Field Season
1603,HD-51348-11,"cited by the Horizon Project Navigator (in beta). It appears in the 2012 Horizon Report. It links to our project development blog. ",,Michelle Aubrecht,2/26/2012,,http://navigator.nmc.org/projects,"This section of Navigator is the entryway to the extensive listings of vetted projects exploring uses of emerging technologies contained in the Horizon Project data set — easily the largest database of its kind in the world. Multiple avenues and tools are provided for searching — a sophisticated map interface, keywords, regions, technology, and much more. Multiple search terms are permitted, but keep in mind that the more search criteria used, the smaller the resultant set will be. To submit a new project to the data set, click on the Contribute Content link below.",http://navigator.nmc.org/projects?filters=0%20+%20im cck field nav primary focus:494&amp;search=,"Meet the Earthworks Builders, tagged with game-based learning, higher education sector",Meet the Earthworks Builders
1689,PG-51564-12,"This is a preservation assessment conducted of the building, storage room, and historical materials at Weber State University Stewart Library Special Collections and University Archives.",Open access,Randy Silverman,02/01/2012,,http://http://library.weber.edu/asc/speccoll/PreservationAssessment.cfm,This is the link to the preservation assessment.,,,Preservation Planning Study Weber State University
2075,HD-51128-10,"This thesis develops a framework for observing the evolution of various aspects of&#x0D; human knowledge over time. The framework uses several editions of Encyclopedia Bri-&#x0D; tannica, as well as Wikipedia, to build a database for human knowledge corresponding&#x0D; to several time periods. The framework matches the same articles and topics across&#x0D; the different time periods and ranks them using various NLP and network analysis&#x0D; techniques. The data from Encyclopedia Britannica has been merged with Wikipedia&#x0D; to form a Gravebook - a website allowing scholars to query certain topics or articles&#x0D; and observe how the importance of the queried item evolved over time in terms of&#x0D; importance and content.&#x0D; ",,A. Gabrovski,05/23/2012,,,,,,Knowevo and Gravebook: Tracking the History of Knowledge
2160,LT-50065-09,Pride and Passion Exhibit Report,,"Janet Johnson, Chad Kahl",05/12/2012,,http://library.illinoisstate.edu/pride-passion/PridePassionFinalReport.pdf,,,,Pride and Passion Exhibit Report
2162,RZ-51147-10,This is the first report about the rescue work at the small step pyramid south of Edfu.,Open access,"Gregory Marouard, Hratch Papazian",12/01/2011,,http://oi.uchicago.edu/pdf/nn213.pdf,,,,The Edfu Pyramid Project
2163,RZ-51147-10,This is a preliminary report about the results of the 2010 season at Tell Edfu.,open access,Nadine Moeller,09/01/2011,,http://oi.uchicago.edu/pdf/ar/11-20/10-11/10 11 Tell Edfu.pdf,,,,Tell Edfu 2010 Season
2316,RQ-50471-10,g,"Senior Essay, History Department, Yale University (unpublished)",Tatiana Schlossberg,4/2/2012,,,,,,"Escaping History: The Story of a Fugitive Slave, the Wampanoag Tribe of Gay Head (Aquinnah), and Becoming Free in Antebellum Massachusetts"
2615,GI-50074-09,"This report presents the findings from formative evaluation implemented in conjunction with an NEH-funded initiative at Historic Hudson Valley. This April-July 2011 evaluation project focused on two American Arcadia web program prototypes (while the additional eight were in development): Violetta Delafield and Sawkill Creek. With a fundamental desire to garner feedback from the intended audience, on topics ranging from navigability to content, the following goals were used:&#x0D; &#x0D; - Inform the preliminary design process through the participation of intended users&#x0D; - Test program effectiveness in terms of navigability and ease of use&#x0D; - Determine comprehension (not content, but level of repetition and connections)&#x0D; - Assess the viability of the text and images&#x0D; - Open a dialogue about user assumptions (that may guide this project, or future&#x0D; implementation)&#x0D; - Provide insight on overall satisfaction",,Catherine H. Harris,08/01/2011,,,,,,HHV - Montgomery Place American Arcadia - Formative Evaluation of Web Programs
2666,PG-51767-12,"The report consists of four parts: Executive Summary, Institutional Profile, Observations List, and photograph pages.",,Elisa L. Redman,3/15/2012,,,,,,General Preservation Needs Assessment Survey
2803,PG-51585-12,"This report is the result of an assessment of the storage needs at the Woodstock Artists Association &amp; Museum (WAAM), one of the five museums in the Hudson Valley Visual Art Collections Consortium (Collections Consortium) by two conservators from the Natural Heritage Trust/New York State Office of Parks, Recreation and Historic Preservation's Bureau of Historic Sites/Peebles Island Resource Center (OPRHP) in July 2012. The goal of this assessment was to help WAAM improve current storage and further plans for its participation in a shared, regional collections storage facility and study center proposed by the Hudson Valley Visual Art Collections Consortium. This report gives recommendations for WAAM to help plan collections storage space in the proposed facility.",,"Conservators of the New York State Office of Parks, Recreation and Historic Preserv",07/01/2013,,http://origin.library.constantcontact.com/download/get/file/1101793785598-400/WAAM+Storage+Assessment+Report.pdf,,,,AN ASSESSMENT OF COLLECTIONS STORAGE NEEDS FOR THE WOODSTOCK ARTISTS ASSOCIATION &amp; MUSEUM
2833,RZ-51468-12,Report about the conference to be published in the 'Bulletin de philosophie médiévale' of the SIEPM (http://www.siepm.uni-freiburg.de/index.php/about-siepm9/publications.html),subscription only,"Jack Zupko, Gyula Klima",09/30/2013,ISSN	0068-4023,http://www.siepm.uni-freiburg.de/index.php/about-siepm9/publications.html,SIEPM web site publications page,http://www.brepols.net/Pages/BrowseBySeries.aspx?TreeSeries=BPM,Brepols Publishers' web site,Conference Report
3045,PG-51235-11,"The report provides the following: 1. a description of the size, location of Caramoor's &#x0D; archival holdings and proposed Series  and Record Group Structure for the collection  &#x0D; 2. a description of the current intellectual control of the Archives' collection and extant  &#x0D; finding aids  3. information regarding the physical condition of the overall collection, &#x0D; including storage of  material, environmental controls, and prospective shelving options &#x0D; for the Theremin Collection  4. suggested policies regarding management of the collection  &#x0D; 5. suggested budget for archival supplies  6. recommended funding sources for future management &#x0D; of the collection",by request only,Winthrop + Germain,09/01/2011,,,,,,Findings Report: Rosen House Archives
19278,RZ-230579-15,Preliminary report on research conducted during the 2016 field season.,,B. D. Wescoat,08/15/2016,,https://samothrace.emory.edu/field-seasons/,,,,2016 Field Season
19311,PG-266704-19,This report serves 3 purposes: 1) to document environmental conditions in archives and special collections storage spaces; 2) to analyze the data and determine the impact the conditions will have on the collections; 3) to provide recommendations for ongoing environmental monitoring and recommendations for improving the management of the spaces to promote better environmental conditions in the future.,,Northeast Document Conservation Center,12/10/2020,,,,,,Report of an Environmental Monitoring Consultation: Oakland University
3249,HK-50022-12,"As more and more scholars experiment with building digital humanities (DH) resources, how are their host institutions approaching the challenge of supporting these diverse projects over time?&#x0D; In this study, Ithaka S+R explores the different models colleges and universities have adopted to support DH outputs on their campuses.  This final report, Sustaining the Digital Humanities: Host-Institution Support beyond the Start-Up Phase, and the accompanying Sustainability Implementation Toolkit, are intended to guide faculty, campus administrators, librarians, and directors of support units as they seek solutions for their institutions.&#x0D; ",Both the report and toolkit are freely available on the Ithaka S+R website,"Sarah Pickle, Nancy L. Maron",06/18/2014,,http://www.sr.ithaka.org/research-publications/sustaining-digital-humanities,Landing page for Sustaining the Digital Humanities (final report and toolkit),http://www.sr.ithaka.org/sites/default/files/SR Supporting Digital Humanities 20140618f.pdf,FINAL REPORT: Sustaining the Digital Humanities,Sustaining the Digital Humanities: Host Institution Support beyond the Start-up Phase
3281,PW-51478-13,"Interim and final reports on the work of the archivist during her four months of work, July-August 2013 and November-December 2013.  The reports describe the tools developed and form the basis for planning future projects.",internal report,"Diane Ryan, ARIT-American Board Project Archivist",12/31/2013,,,,,,Archivist's Report
3587,GE-50679-12,"A primary purpose of the NEH planning grant was to evaluate the potential appeal of an exhibition exploring Chinese jade. We therefore engaged consultant Marcella Wells to organize focus groups in three cities, Kansas City, Salem, Mass, and San Francisco. This is the full report of her findings.",,Marcella Hughes,9/30/2013,,,,,,GE-50679-12 Front End Evaluation Report for Chinese Jade Exhibition
3701,PF-50265-12,"Installation of new web-based HVAC management, monitoring and control system to improve collection environment and save energy received an award from the Greater Philadelphia Chapter of the Association of Energy Engineers .",,Lois Olcott Price,3/19/2015,,,,,,Award to Winterthur's Sustainable Preservation Environment project
3708,HC-50011-12,"Envisioning the Future of Computational Media begins by describing a rapidly-growing interdisciplinary research field: computational media. This field brings together people knowledgeable about the arts, the humanities, and the sciences -- particularly computer science, but also the social sciences -- to pursue questions that could only arise, and only be answered, through interdisciplinary research.&#x0D; &#x0D; Envisioning the Future of Computational Media then goes on to describe some of the remarkable opportunities and persistent challenges that face the field. The opportunities include ongoing growth of economic and cultural impact, powerful approaches for addressing national priorities, and the potential for establishing new centers for education and research. The challenges include the need for basic and applied interdisciplinary research, the need for more interdisciplinary practitioners and greater diversity, the need for deeper, more accessible collections of computational media artifacts, and others.&#x0D; &#x0D; In order to seize the opportunities, and address the accompanying challenges, Envisioning the Future of Computational Media describes 12 field-shaping recommendations, with concrete examples of potential interventions. These recommendations -- along with the field description, opportunities, and challenges -- are synthesized from a national convening of diverse field experts, along with more than a year of follow-up conversation and research (made possible by the National Science Foundation, the National Endowment for the Humanities, the National Endowment for the Arts, Microsoft Studios, and Microsoft Research).&#x0D; ",Open access,"Noah Wardrip-Fruin, Michael Mateas",3/21/2014,,https://mediasystems.soe.ucsc.edu/report,Media Systems project site,http://www.escholarship.org/uc/item/9z95w96h,University of California digital repository,Envisioning the Future of Computational Media: The Final Report of the Media Systems Project
4243,ED-50387-13,"The language interests of students in US colleges and universities are continuing&#x0D; to diversify, according to a comprehensive new report, Enrollments in Languages Other Than English in United States Institutions of Higher Education, Fall 2013, released by the Modern Language Association of America (MLA). While total enrollments in languages other than English decreased since the MLA's last survey in 2009, several languages saw increasing enrollments, and particularly growth in enrollments in advanced language classes.&#x0D; The MLA report is the longest-running comprehensive analysis of the study of languages other than English at US colleges and universities; this is the twenty-third survey in the series. The report includes undergraduate and graduate course enrollments in languages other than English in fall 2013 for 2,616 AA-, BA-, MA-, and PhD-granting colleges and universities in the United States. Partial funding for the report came from the National Endowment for the Humanities and the National Security Educational Program.&#x0D; Total language enrollments on US college campuses decreased by 6.7% between 2009 and 2013. But some languages—Korean, American Sign Language (ASL), Portuguese, and Chinese—showed higher enrollments. The sharpest percentage increase was in Korean enrollments, which rose at every institutional level between 2009 and 2013: 27.6% in two-year institutions, 45.3% in four-year institutions, and 86.6% in graduate programs. This growth in 2013 follows increases of 18.2% between 2006 and 2009 and 37.1% between 2002 and 2006. American Sign Language continued to experience strong growth, showing an increase of 19.0% in total enrollments, and was the language with the third most enrollments, displacing German, now fourth. Also up were enrollments in Portuguese (10.1%) and Chinese (2.0%).",,"David Goldberg, Dennis Looney, and Natalia Lusin",02/28/2015,,http://www.mla.org/enrollments surveys,,,,2013 Survey of Enrollments in Languages Other Than English
4298,HT-50067-12,"A participant's final presentation given July 26, 2013 at Early Modern Digital Agendas, a summer research institute funded by NEH at the Folger Institute in Washington, D.C. These final reports were given after three weeks of high-level discussion centering on digital aspects of early modern scholarship. There was also a steady stream of tweets throughout the institute; reading through these gives a good sense of the depth of discussion and sense of community (as evidenced by the continued use of the hashtag!).",,Robin Camille Davis,7/26/2013,,http://www.robincamille.com/presentations/emda/,,,,"Seeing: final report for EMDA "
19934,ZR-256732-17,A Beyond the Beat project where Musicology students participating in Spy Hop's year long music program examined their lyrics through a humanities lens.,Open,Carey Campbell,07/24/19,,https://weberstate.app.box.com/s/ej10ypp1631xkwu0sv48na0p674nuf45/file/496403775999,,,,"Sincerely, the Universe - Liner Notes"
4413,HD-50995-10,"In spring 2010, the Philadelphia Department of Records (DOR), an Azavea client, was awarded an NEH Digital Humanities Start-Up Grant to research the use of mobile augmented reality technology in displaying a large database of historic photographs.  They partnered with Azavea to conduct the research and create a prototype smartphone application (iPhone and Android) that enables users to view historic images as overlays on the current landscape.  In creating the application, we drew from the huge collection of nearly 93,000 images available on PhillyHistory.org, a previous project we created with DOR.  But how to actually make it happen? We approached application development with many questions. Is augmented reality (AR) a useful method for showing the history of Philadelphia and helping users to see the connections between the past and the present? Is AR technology advanced enough to make this type of application possible? Are smartphone networks fast enough?  Is the phone able to pinpoint a user's location accurately enough to load images of that location even in a crowded urban setting? For the answers to these questions and many more, check out our research results in our ""Implementing Mobile Augmented reality Technology for Viewing Historic Images"" white paper.",open access,Deborah Boyer and Andrew Thompson,04/01/10,,http://www.azavea.com/research/company-research/augmented-reality/,,,,"Augmented Reality for Cultural Institutions (whitepaper) - "
4419,PG-52257-14,"Through a Preservation Assistance for Smaller Institutions grant from the National Endowment for the Humanities, conservator Linda Nieuwenhuizen conducted several site visits and performed extensive research. Her resulting 52-page report identifies outstanding conservation issues in the collection and the current collection storage/display and provides the basis for a long-term plan for collection care.",upon request,Linda Nieuwenhuizen,11/10/14,,,,,,William Paterson University Galleries Conservation Condition Assessment
4545,RQ-50470-10,"In September 2014, we asked four users (one Dartmouth undergraduate student, one recent Dartmouth graduate, and two researchers working in the field and in digital humanities) to evaluate the website. Peter Carini (co-PI) and John Cocklin of the Library Assessment Committee developed the assessment questions after polling the Occom Project Team Membership for ideas. The assessment focused heavily on the database side of the site since the text side of the site had not been developed out sufficiently to assess at the time the questions were devised. The full report is in the Appendix, with my comments.",included in appendix,Peter Carini,9/29/14,,,,,,Occom Circle Assessment Report
5004,RZ-51154-10,"Excavations at Wingo's began as part of a larger study of slavery at Poplar Forest, a late 18th-century piedmont Virginia plantation. Archaeological excavations at Poplar Forest preceded the Wingo's project includes work at the Quarter and North Hill quarters; within and around a standing brick house that served as a late antebellum slave quarter; and within a group of dependencies associated with the early 19th-century mansion built for Thomas Jefferson's retirement. Additional excavations southeast of the mansion in areas known as Sites A and B have subsequently provided additional information about slavery on the property.   Work at Wingo's began with small-scale testing in 2000 and 2001. From 2007 to 2012, more intensive research was undertaken at the site, with funding from the National Foundation for the Humanities from 2010 to 2012. Research focused on the creation and maintenance of domestic spaces by the enslaved; practices relating to foodways; and the ways in which enslaved people engaged with the informal and formal consumer economies. In order to address the materiality of slavery, the research team adopted a multi-scalar approach that captured information useful for reconstructing macro-features such as yards, more limited features such as subfloor pits, and the micro-scale evidence of burned seeds, wood charcoal, small faunal remains, and artifacts vital for addressing foodways and economic practices. This report presents a detailed summary and interpretations of research findings. ",open access,"Barbara J. Heath, Eleanor E. Breen, Andrew Wilkins, Crystal Ptacek",12/30/2015,,http://web.utk.edu/~bheath2/#,,,,"Archaeological Excavations at Wingos Quarter (44BE0298) Forest, Virginia. Results from the 2000-2012 Seasons"
5290,RA-228502-15,"The first report's objective is to&#x0D; monitor the presence of social&#x0D; sciences in the different academic&#x0D; and public spheres in the Arab world.&#x0D; This includes universities, research&#x0D; centers, scholarly and cultural&#x0D; periodicals, civil society, and public&#x0D; media. Therefore, the report presents&#x0D; a general survey of the presence of&#x0D; social sciences and evaluates the&#x0D; abilities and characteristics of their&#x0D; disciplines in the region, with an eye&#x0D; to the significant transformations Arab societies have lately witnessed.&#x0D; &#x0D; The report aims to serve as both&#x0D; a practical and theoretical tool for&#x0D; parties interested in the support of&#x0D; social sciences and their development&#x0D; in the Arab world, including social&#x0D; science scholars, officials from&#x0D; research centers, universities, nongovernmental&#x0D; organizations (NGOs),&#x0D; sponsors of social research and&#x0D; development, and all intellectual and&#x0D; cultural actors interested in the role&#x0D; of the social sciences in the public&#x0D; domain.",Open access,Mohammed Bamyeh,01/01/2015,,http://www.theacss.org/uploads/English-ASSR-2016.pdf,The Arab Social Science Monitor,,,Social Sciences in the Arab World  Forms of Presence 2015
9937,ED-50367-11,"The ""Humanities at the Crossroads"" project, funded in part by the National Endowment for the Humanities, has attracted national attention, although not in the conventional ways, such as articles, books, interviews, and the like.  The core of the project focused on a detailed mapping of the ""ecology"" of the humanities in the state of Indiana.  This work was carried out by Indiana Humanities, the state humanities council in that state.  The report and the brochure on this project have been widely disseminated to the state and territorial humanities councils, all of which receive significant funding from NEH.  The Indiana Humanities initiative has also been discussed at the National Humanities Conference, an annual event organized and sponsored by the Federation of State Humanities Councils.  Presently, explorations are under way, with encouragement from the Kettering Foundation, to extend the life of ""Humanities at the Crossroads"" through support of humanities mapping, similar to what was done in Indiana, in a variety of states and under the auspices of state councils.  The payoff from ""Humanities at the Crossroads"" is turning out to be a clearer picture of how and where the humanities are actually practiced in the states.  Among other things, these studies explore how work done in college and university humanities programs can be linked to the ""public humanities"" in mutually advantageous ways.",,"John K. Roth, Elizabeth Lynn, Keira Amstutz",5/5/2015,,http://indianahumanities.org/programs/humanities-at-the-crossroads,Indiana Humanities,,,Humanities at the Crossroads Update and Indiana Case Study Executive Summary Brochure
10558,RZ-51674-14,Unpublished report submitted to the Montserrat National Trust,open access,"C. Lorin Brace VI, John F. Cherry, Krysta Ryzewski",06/18/2015,,,,,,"Report on the Excavations of Potato Hill, May-June 2015"
11909,CH-50656-09,University Library Self Study and Plans for the Future,web,Ruth Kifer,12/1/2013,,http://library.sjsu.edu/files/documents/ULB-sjsu 5y review-2008-2013.pdf,,,,"University Library Self-Study, 2008-2013"
12026,PJ-50116-13,"A professor from the Central Connecticut State University math department, with a special data mining project, used newspapers digitized by us to demonstrate methods, alerting other researchers to the rich data trove available in Chronicling America.  He recently provided a summary of his results to CDNP.",open access,Roger Bilisoly,03/22/2017,,http://ctdigitalnewspaperproject.org/2017/03/ccsu-professor-uses-digitized-newspapers-for-data-mining-research/,Connecticut Digital Newspaper Project website,,,"""Text Mining WWI-era Connecticut Newspaper Stories with Graph Theory and Beyond"""
13408,HAA-256368-17,"With the increase in the dynamic nature of the web, often the content of a web page grows, changes, and might be shrunk. And with these pages being archived numerous times, they serve as the digital history for those changes that are long gone from the live page. But visualizing over these numerous different archived copies, or mementos, with the intention of perceiving the major changes over time is nearly impossible, as the memento count can be very high. In case of cnn.com, the web page has been archived 188,966? ?times?. This TimeMap summarization tool referenced throughout this paper as ‘tmvis', facilitates visualization of these changes by analyzing all mementos in a TimeMap and picking the most unique mementos, which best describe the major changes in a webpage. A web service with a user friendly interface and command line tools are also provided for this tool.",open access,Maheedhar Gunnam,05/04/2018,,http://www.cs.odu.edu/~mweigle/papers/gunnam-ms-proj-18.pdf,"Masters' Project report, Old Dominion University, May 2018",,,How I Changed Over Time: A webservice to summarize TimeMaps based on SimHashed HTML content
13676,ZZ-253123-16,"Written to help guide applicants to NEH Next Generation Humanities PhD grants, as well as any campus team interested in pursuing the goals of the Next Gen program. Part I, Lessons Learned, summarizes the common features of Next Gen projects and outlines some of the challenges and promising solutions employed by grantee universities in pursuit of the larger goals of the grant program. Part II, Emerging Strategies, offers suggestions for additional considerations that might be included in the design of Next Gen programs. Please note that Promising Practices does not constitute evaluation criteria for the selection of 2018 grantees; rather, this document is intended to help institutions understand what practices have been most successful for past grantees, and identify ideas and approaches that are appropriate to their campuses.",open access,Maureen Terese McCarthy,09/01/2017,,https://cgsnet.org/publication-pdf/5049/NEH NextGen LessonsLearned.pdf,PDF of the report,https://cgsnet.org/promising-practices-humanities-phd-professional-development-lessons-learned-2016-2017-next,Page on the CGS website linking to the report PDF.,Promising Practices in Humanities PhD Professional Development: Lessons Learned from the 2016-2017 Next Generation Humanities PhD Consortium
13677,ZZ-253123-16,A review of the reform efforts and scholarship relevant to humanities professional development. This report will be useful to any campus team interested in pursuing the goals of the Next Gen program and any researcher interested in the history of this work.,open access,Maureen Terese McCarthy,09/01/2017,,https://cgsnet.org/ckfinder/userfiles/files/NEH NextGen PriorWork.pdf,PDF of report,,,Review of Prior Work in Humanities PhD Professional Development
13678,ZZ-253123-16,Written to help guide applicants to NEH Next Generation Humanities PhD grants to clarify NEH's Third Party Match guidelines.,open access,Council of Graduate Schools,09/01/2017,,https://cgsnet.org/ckfinder/userfiles/files/NEH NextGen ThirdPartyMatch.pdf,PDF of report,,,Clarifying NEH guidelines for Third-Party Match of grant funds
13736,RZ-51748-14,n/a,n/a,"VanValkenburgh, Parker, Torres Mora, Rocio",3/1/2015,,,,,,"Excavaciones en el Sitio de Carrizales (LA-057), Temporada 2014 (Informe Técnico)"
13737,RZ-51748-14,n/a,n/a,"VanValkenburgh, Parker, Zevallos Castañeda, Daniela",3/1/2016,,,,,,"Excavaciones en el Sitio de Carrizales (LA-057), Temporada 2015 (Informe Técnico). Ministerio Nacional de Cultura (Peru)."
13738,RZ-51748-14,n/a,n/a,"VanValkenburgh, Parker, Zevallos Castañeda, Daniela",3/1/2017,2017,,,,,"Proyecto Arqueológico Zaña Colonial, Trabajos de Laboratorio 2016 (Informe Técnico). Ministerio Nacional de Cultura (Peru)."
14694,PG-258298-18,Final performance report for the NEH Preservation Assistance Grant.,PDF File (Upon request),"Shikoh Shiraiwa, Nicole Willard",04/01/2019,,,,,,UCO Melton Legacy Collection: Assessment of Conservation Treatment Needs
14727,HAA-256218-17,This report in both English and Turkish summarizes work at Kerkenes in 2016 and 2017.  It includes on pages 13-15 a brief summary of the initial vision for the collaborative DATCH Project.,Available for free download and limited print copies,"Scott Branting, Joseph W. Lehner, Sevil Baltali-Tirpan, Dominique Langis-Barsetti, Tuna Kalayci, Yasemin Özarslan, Nilüfer Yöney, Burak Asiliskender, John M. Marston, Sarah R. Graff, Lucas Proctor, Noël Siver, Soran Avcil, Tomasz Wazny, Canan Çakirlar Oddens",7/15/2018,ISSN:1302-0749,https://sciences.ucf.edu/anthropology/kerkenes/wp-content/uploads/sites/20/2018/11/KerkNews2016-2017.pdf,,,,Kerkenes News 2016-2017 – Kerkenes Haberler 2016-2017
14964,GW-259383-18,"This report delivered to Citizen Film from WTTW Chicago contains American Creed's PBS broadcast information including an executive summary, station relations, audience research, presenting station services, notable press coverage, ratings, and carriage data.",Available between project partners,WTTW Chicago,01/24/19,,https://www.dropbox.com/s/yj8bzd7vjykaht9/American%20Creed%20Wrap%20Up%20Report.pdf?dl=0,This URL is a dropbox download link to a .pdf file of the report.,,,American Creed Community Conversation Wrap Up Report
15131,AKB-260426-18,"This PittWire article published by University of Pittsburgh Communications publicizes the ""Water in Central Eurasia"" project among Pitt faculty and students.",Open Access,Katie Fike,08/31/2018,,http://https://www.pittwire.pitt.edu/news/new-academic-programs-take-worldly-view,,,,New Academic Programs Take a Worldly View
15201,RZ-255635-17,"From June 9-July 12 2018, the Epipalaeolithic Foragers of Azraq Project (EFAP), University of California, Berkeley and University of Tulsa, conducted excavations at the Epipalaeolithic site of Kharaneh IV. The 2018 excavation at Kharaneh IV is the seventh field season at the site, focused on exploring the nature of prehistoric (Late Pleistocene) occupation of Kharaneh IV. During this season we completed excavation on an Early Epipalaeolithic hut structure (Structure 2) discovered in the 2010 season. The goal of the 2018 excavation season was to fully excavate Structure 2 to understand the distribution of artifacts with the structure and the relationship between the structure and the surrounding deposits. This year's excavations have prepared us for targeting specific new areas for work, namely continuing to excavate several hut features during future field seasons.",Subscription Only,"Danielle A. Macdonald, Lisa A. Maher",7/30/2018,,,,,,2018 Excavations at the Epipalaeolithic Site of Kharaneh IV
15267,PG-263521-19,Detailed documentation of conservation of Ned Kahn's Wind House project.,,Rowan Geiger,6.11.2019,,,,,,Preservation Arts - Treatment Report
