2773,TR-50248-11,"Pierre Teilhard de Chardin was the first historical figure chosen for production under the current grant. Among many enduring impacts, Teilhard de Chardin inspired a whole new generation of environmental thinkers, and he is increasingly in discussion in an emerging religious/theological approach to the environment that reinforces our sense of the importance of offering this show to our audience at this time. Research and initial scholar consultation started in spring 2012, and the show was broadcast on December 20, 2012. &#x0D; &#x0D; Tielhard de Chardin's ‘Planetary Mind' and Our Spiritual Evolution (December 20, 2012): The coming stage of evolution, Teilhard de Chardin said, won't be driven by physical adaptation but by human consciousness, creativity, and spirit. We visit with his biographer Ursula King, and we experience his ideas energizing New York Times Dot Earth blogger Andrew Revkin and evolutionary biologist David Sloan Wilson. &#x0D; ","Free, open access to the public",2012,Krista Tippett,"Radio, Digital File, Web",http://www.onbeing.org/program/teilhard-de-chardins-planetary-mind-and-our-spiritual-evolution/4965,This URL include the produced episode about Teilhard in addition to like-minded posts from On Being’s blog and links to related On Being episodes:,David McGuire,,,Tielhard de Chardin’s ‘Planetary Mind’ and Our Spiritual Evolution,Krista Tippett
3082,RA-50078-09,"Sufism has played an important role in Muslim spiritual, intellectual, and political life since the earliest periods of Islam's spread throughout the Middle East and North Africa.  In this episode, John Curry discusses the history of Sufism and its place during the Ottoman period, exploring the intellectual, political, and social dimensions of Sufi movements.",open access,2013,Chris Gratien,Web,http://www.ottomanhistorypodcast.com/2013/08/sufism-ottoman-empire.html,link to podcast abstract and recording,Chris Gratien,,,Ottoman History Podcast Episode 117:  Sufism and the Ottoman Empire,"John Curry, Nir Shafir"
3083,RA-50078-09,"The history of Anatolia's Alevi or Kizilbash community has long been written by outsiders who have variously portrayed them as mysterious, heretical, heterodox, or uncivilized.  Alevism has been often juxtaposed with the high religion would-be orthodox Sunni practice.  This historical understanding of Alevis has continued to influence the way these communities are represented in the present.  In this episode, Ayfer Karakaya-Stump challenges this binary.  Drawing on previously unexamined sources produced by the Ottoman Alevi community itself, she seeks a new road to understanding Alevism and the relationship of Alevi communities with the Ottoman and Safavid states, Sufi movements of the time, and the communities that surrounded them.",open access,2014,Chris Gratien,Web,http://www.ottomanhistorypodcast.com/2014/03/alevi-kizilbash-history.html,link to podcast abstract and recording,Chris Gratien,http://www.jadaliyya.com/pages/index/16852/alevis-in-ottoman-anatolia an-interview-with-ayfer,linked access via e-zine Jadaliyya,Ottoman History Podcast Episode 148:  Beyond Heterodoxy:  Kizilbash/Alevis in Ottoman Anatolia,"Ayfer Karakaya-Stump, Chris Gratien"
3526,RO-22364-92,"For much of the 20th Century, African Americans in the South were barred from the voting booth, sent to the back of the bus, and walled off from many of the rights they deserved as American citizens. Until well into the 1960s, segregation was legal. The system was called Jim Crow. In this documentary, Americans—black and white—remember life in the Jim Crow times.",Open Access,2001,American Radio Works,Web,http://americanradioworks.publicradio.org/features/remembering/,American Radio Works URL for the program,American Public Media,,,Remembering Jim Crow,"sasha Aslanian, Stephen Smith, Kate Ellis"
3593,RA-50082-10,"Childhood today is often carefully choreographed. Structure, safety and control are just some of the hallmarks of modern American parenting.  The focus is on reining in children, rather than letting them run amok. But kids in the 19th century were a very different breed, according to historian Jon Grinspan. Assertive, rebellious and freewheeling, these young scamps roamed free in gangs, getting into fights, building bonfires and attacking small animals. We compare childhood then and now, with Jon Grinspan, a National Endowment for the Humanities Fellow at the Massachusetts Historical Society and Lenore Skenazy, author of Free-Range Kids: How to Raise Safe, Self-Reliant Children (Without Going Nuts with Worry).",Open Access,2014,Marty Moss-Coane,"Radio, Web",http://whyy.org/cms/radiotimes/2014/06/30/childhood-from-the-19th-century-to-today/,,WHYY,,,"Childhood from the 19th Century to Today, on Radio Times","Lenore Skenazy, Jon Grinspan"
3689,HD-51728-13,"The idea of photos, messages and text going viral is a very modern one indeed. Or is it? NorthEastern University's Ryan Cordell has been digging around in old American newspapers and he reckons the 1800s were alive with viral media.&#x0D; &#x0D; He talks about his research effort, called the Infectious Texts Project, how you track viral media from the past, and what it all means for the future of communication.",,2014,,Radio,http://www.abc.net.au/radionational/programs/futuretense/going-viral--the-19th-century-way/5251686,"Interview for Australian Broadcasting Company's ""Future Tense"" show.",,,,Going viral- the 19th century way,
3690,HD-51728-13,"The Infectious Texts project at Northeastern University is making thousands of pre-Civil War newspapers searchable. Bob talks with Ryan Cordell, a leader on the project, about the mechanism behind text virality in the 1800's and some of what's been discovered so far.&#x0D; &#x0D; GUESTS: Ryan Cordell&#x0D; HOSTED BY: Bob Garfield&#x0D; TAGS: information technology viral",,2013,,Radio,http://www.onthemedia.org/story/going-viral-antebellum-style/,Interview with On the Media,,,,"GOING VIRAL, ANTEBELLUM STYLE",
3786,AQ-51049-14,"Discussion in the second half of the episode airing October 31, 2014 about the course's inclusion in Senator Coburn's Wastebook 2014. The panelists reflect on the value of NEH programs alongside other aims of government work.",,2014,,Web,https://itunes.apple.com/us/podcast/indiana-week-in-review/id432608965?mt=2,,,,,Indiana Week in Review Episode,
3997,HD-51581-12,"This truly gruesome program explores the phenomenon of the execution ballad—the printed pamphlet telling, in song, the story of the crime and of the condemned.  These songs tell of the descent into vice, give account of the crime in all its appalling detail and purport to give voice to the true repentance of the doomed sinner.  In what was a profitable line of business for early printers, the songs were declaimed by the ballad seller and spruiked to the crowd who'd gathered to see the offender put to death.",,2012,Robyn Johnston,Radio,http://www.abc.net.au/radionational/programs/intothemusic/a-woeful-sinner27s-fall/4415196#transcript,,Robyn Johnston,,,Execution  Ballads,Una McIlvenna
4050,RA-50050-07,No abstract available,Website access,2013,,"Radio, Web",http://www.wbez.org/series/year-25/year-25-ernest-hemingway-108094,Link to the recording of the radio segment,WBEZ-NPR,,,Who was Hemingway at 25?,"Liesl Olson, Lauren Chooljian"
4185,PW-50005-08,N/A,,2010,David Caley,Radio,http://www.cbc.ca/radio/ideas/episodes/features/2010/04/26/the-origins-of-the-modern-public/,,,,,The Print Revolution,"Patricia Fumerton, David Cayley"
4186,PW-50005-08,N/A,,2010,David Caley,Radio,http://www.cbc.ca/radio/ideas/episodes/features/2010/04/26/the-origins-of-the-modern-public/,,,,,The Private Goes Public,"Patricia Fumerton, David Cayley"
4187,PW-50005-08,N/A,,2010,,Radio,http://radiocauseway.org/,"Interview for KCSB 91.9 FM, ""Radio Causeway"", 9am, 8/31/2010",,,," Interview on English Broadside Ballad Archive","Tim Grigsby, Pav Aulakh, Patricia Fumerton"
4232,PA-52089-06,N/A,Open,2008,Lance Orozco,"Radio, Digital File",http://emc.english.ucsb.edu/conferences/2005-2006/NoS recordings/edited/KCLU.mp3,.mp3 recording of the interview,,,,Radio Interview with Patricia Fumerton,Lance Orozco
4235,PW-50983-12,N/A,Open,2014,Steve Saruch,"Radio, Digital File",http://www.classicalmpr.org/story/2014/02/18/music-with-minnesotans-katie-sisneros,Recording of Interview. Website also features 3 EBBA ballad recordings.,,,,Music with Minnesotans: Katie Sisneros,Steve Saruch
4599,CZ-50322-13,"WAMC Northeast Public Radio -   We are very happy to continue our weekly feature on the Rountable, entitled – Ideas Matter: Checking in with the Public Humanities. It is our chance to check in with the Humanities Councils throughout our 7-State area to discuss important ideas and why they do indeed matter. This morning we spotlight Hartford Heritage Project and place-based education with the Connecticut Humanities Council.",,2014,,Web,,,,,,Ideas Matter: CT Humanities Hartford Heritage Project And Place-Based Education,Joe Donahue
4704,RZ-51147-10,"Dr. Nadine Moeller (Associate Professor of Egyptian Archaeology at the Oriental Institute, Chicago) presented ""The context of the Khayan sealings from Tell Edfu: Chronological and historical implications for the Second Intermediate Period in Egypt"" on  Oct 6, 2014,  and participated in a CIAMS podcast the following morning. The student panel was composed of Eilis Monahan, Jess Pfundstein, Katie Kearns, Bill Mastandrea, and Freddy Loew. They asked questions about the lecture and a related article in Near Eastern Archaeology 75.2  (2012).  CIAMS Director Sturt Manning introduced our guest, and Cornell Egyptologist Caitie Barrett was also on the panel. Dr. Moeller has been directing the Tell Edfu Project since 2001, and has excavated in Egypt at Abu Raswash, Memphis, Zawiet Sultan (Zawiet el-Meitin), Theban West Bank, Valley of the Kings, Dendera and Elephantine.",open access,2014,,"Radio, Digital File",http://ciams.cornell.edu/2014/10/08/radiociams-nadine-moeller-oriental-institute-podcast-on-tell-edfu/,,RadioCIAMS,,,RadioCIAMS: Nadine Moeller (Oriental Institute) podcast on Tell Edfu,
4872,RQ-50620-12,"A presentation of the new Digital Einstein Papers, including tips for searching and navigating.&#x0D; Presents highlights of the edition.",,2014,Diana Kormos Buchwald,Web,https://www.youtube.com/watch?v=j2CGEw6JLyQ,,Caltech Digital Media,,,The Digital Einstein,Diana Kormos Buchwald
4873,RQ-50620-12,A presentation at an international conference dedicated to the 100th anniversary of Einstein's general theory of relativity.,,2015,,Web,https://www.youtube.com/watch?v=jCXs15jpQqU,,Van Leer Institute,,,News from the Editorial Desk of the Collected Papers of  Albert Einstein,Diana Kormos Buchwald
4882,PW-51290-13,n/a,"WABE NPR Affiliate, open access",2014,John Lemley,"Radio, Digital File",http://news.wabe.org/post/clearing-where-atlanta-stands-sprawl-no-really,link to radio story,John Lemley,,,"Clearing Up Where Atlanta Stands on Sprawl. No, Really","Kate Sweeney, John Lemley"
5167,TD-50681-14,"A six-episode podcast series telling stories that explore the role of sports in U.S. society, in particular with respect to social divisions such as class, race, and sexual orientation.",Open,2015,John Biewen,"Radio, Digital File, Web",http://http://podcast.cdsporch.org,"Website for the Center for Documentary Studies podcast, Scene on Radio. The Contested series comprised Episodes 1 through 6 of the podcast.",John Biewen,http://http://www.npr.org/2014/10/16/356728101/cardinals-playoff-success-dampened-by-ferguson-protests,"Separately from the podcast series, one short feature (a precursor to what would become the longer Episode 1 of the podcast series) aired on NPR's All Things Considered on October 16, 2014.","""Contested,"" podcast and radio series ",John Biewen
5292,RA-50040-06,"Pan-Turkism rose to prominence as a political ideology during the early twentieth century, heavily influenced by Muslim intellectuals that traveled between the Russian and Ottoman spheres.  For many of these figures such as Yusuf Akçura, Ismail Gasprinski, and Ahmet Agaoglu, Pan-Turkism became the political movement that defined their legacies.  However, as James Meyer explains in his new monograph entitled Turks Across Empires, these intellectuals engaged with numerous other issues of the period well before becoming the Pan-Turkists they are remembered as today.  In this episode, Nir Shafir and Ella Fratantuono talk to James Meyer about this research and explore what the history of the Pan-Turkists tells us about the broader sociopolitical connections between Russia and the Ottoman Empire.",open source,2015,Chris Gratien,Web,http://www.ottomanhistorypodcast.com/2015/02/turks-across-empires.html,link to podcast abstract and recording,Chris Gratien,,,"Ottoman History Podcast no. 185, Turks Across Empires","James H. Meyer, Nir Shafir, Ella Fratantuono"
5293,RA-50040-06,"At the heart of medieval political economies were a variety of practices, structures, and activities that revolved around the production and distribution of food. In this episode, Nicolas Trépanier discusses his research for Foodways and Daily Life in Medieval Anatolia, which examines life in the early Ottoman Empire through the lens of food and drink. We discuss diverse subjects from agrarian labor and temporality to religion and commerce in order to understand how people lived through what and how they ate.",open source,2016,Chris Gratien,Web,http://www.ottomanhistorypodcast.com/2016/03/food-medieval-anatolia.html,link to podcast abstract and recording,Chris Gratien,,,"Ottoman History Podcast no. 233, Foodways in Medieval Anatolia","Nicolas Trepanier, Nir Shafir, Polina Ivanova"
5294,RA-50040-06,"Were Ottoman courts just?  Bogaç Ergene discusses this basic question in this podcast by forging a new path beyond the earlier views of the justice system as inherently fickle and capricious - immortalized in Weber's concept of kadijustiz - and the idealistic views of Ottoman courts as a site of equal and fair treatment for all.  Drawing on the results of research for his forthcoming publication with Metin Cosgel entitled The Economics of Ottoman Justice, Ergene argues for employing the quantitative methods of ""law and economics"" scholars, demonstrating that entrenched power holders in early modern Ottoman society were always able to use the Ottoman court system to produce outcomes favorable to themselves.",open source,2016,Chris Gratien,Web,http://www.ottomanhistorypodcast.com/2016/04/economics-and-justice-in-ottoman-courts.html,link to podcast abstract and recording,Chris Gratien,,,"Ottoman History Podcast no. 239, Economics and Justice in the Ottoman Courts","Nir Shafir, Bogac Ergene"
9836,ES-50571-14,"National Park Service Director Jonathan B. Jarvis called the Reconstruction Era an ""often-ignored or misunderstood period in our rich history"" but one that bridges the nation's Civil War and its civil rights movement. Now, the Park Service has begun chronicling the historic sites in South Carolina that tell the Reconstruction story. Michael Allen, a community partnership specialist with the National Parks Service in Charleston, will be working with groups and communities interested in taking part. He joins Dr. Edgar, along with Dr. Brent Morris, professor of history at USC Beaufort and Director of the NEH Summer Institute ""America's Reconstruction: The Untold Story"" to talk about facts and myths of this important period of American history.",NPR/SC ETV Radio broadcast,2016,Walter B. Edgar,"Radio, Web",http://southcarolinapublicradio.org/post/chronicling-reconstruction-sites-south-carolina-1,"Walter Edgar's Journal (NPR): Chronicling ""Reconstruction"" Sites in South Carolina",Alfred Turner,,,"Walter Edgar's Journal (NPR): Chronicling ""Reconstruction"" Sites in South Carolina",
9893,RQ-50882-14,Consultation with one of the producers of FInestripe's coming television documentary on First Ladies.,,2016,Finestripe Productions,,,,Finestripe Productions,,,American First Ladies,To Come
10605,FT-61131-13,None available,open access,2015,,Radio,http://www.wpfwfm.org/radio/programming/archived-shows,,,,,"Interview with On the Margin, WPFW 89.3 FM (radio)",
10683,BH-50600-13,"New Duke will be recording our first album in late June at Headline Studios in Mamaroneck, NY. It will be produced by legendary musician and producer Steve Katz of the original Blues Project, Blood, Sweat and Tears and Lou Reed. Directed by Brian Torff featuring Darryl Tookes, Greg Burrows, Dave Childs, Jamie Finegan, John Fumasoli, Steve Moran and Rick Sadlon.",,2016,Brian Torff,Other,,,"Steve Katz, Headline Studios",,,Post Authentic World,Laura Nash
10712,BH-50600-13,"Kwame Alexander , an American writer of poetry and children's fiction, talks about his book, Acoustic Rooster and His Barnyard Band:  When you think about jazz music, it's all built around improv and riffing and sort of being in that moment and taking that and running with it and doing it in a way you feel confident. I think that's another thing that this book, I hope, teaches our children: being willing to take risks because the rewards on the other side of those risks can be phenomenal.""",,2015,Bryan Crandall,Digital File,http://www.nwp.org/cs/public/print/resource/4398,,Bryan Crandall,,,A Talk with Kwame Alexander,Laura Nash
10999,EH-50366-13,WREK Radio,,2016,,Radio,,,,,,"""Georgia Blood and Southern Love: Lost in the Stacks Live!""",Monica Miller (speaker)
11000,EH-50366-13,"WREK Radio, Georgia Institute of Technology",,2015,,,,,,,,"""Lost in the Stacks: Flannery O'Connor""",Monica Miller (speaker)
11001,EH-50366-13,"Andalusia Lecture Series, February Four",,2016,,Web,https://itunes.apple.com/us/podcast/andalusia-wise-pod/id957920196,Podcast available through iTunes.,,,,"""The Friendliest Bed in Town: Milledgeville, Prostitution, and Leora Watts""",Monica Miller (speaker)
11221,FB-57108-13,"Hundreds of cartographic images of the world and its regions exist scattered throughout collections of medieval and early modern Arabic, Persian, and Turkish manuscripts. The sheer number of these extant maps tells us that from the thirteenth century onward, when these map-manuscripts began to proliferate, visually depicting the world became a major preoccupation of medieval Muslim scholars. However, these cartographers did not strive for mimesis, that is, representation or imitation of the real world. These schematic, geometric, and often symmetrical images of the world are iconographic representations—‘carto-ideographs'—of how medieval Muslim cartographic artists and their patrons perceived their world and chose to represent and disseminate this perception. In this podcast, we sit down with Karen Pinto to discuss the maps found in the cartographically illustrated Kitab al-Masalik wa-al-Mamalik (Book of Routes and Realms) tradition, which is the first known geographic atlas of maps, its influence on Ottoman cartography, and how basic versions of these carto-ideographs were transported back to villages and far-flung areas of the Islamic empire.",OA,2016,Nir Shafir,Web,http://http://www.ottomanhistorypodcast.com/2016/01/islamic-cartography.html,,Chris Gratien,,,Mapping the Medieval World in Islamic Cartography,Karen Pinto
11244,PW-51436-13,"This Google hangout was delivered as part of National History Day. In the Hangout, Adrian S. Wisnicki met with NHD organizers to discuss the Livingstone Online project and to present information that could be of particular relevant to students whose NHD projects focused on David Livingstone.",Open access,2015,,Web,,,,,,Ask the NEH Expert,Adrian S. Wisnicki
11247,PW-51436-13,This newspaper article discusses the publication of the new Livingstone Online.,Open access,2015,,Web,http://www.heraldscotland.com/news/home-news/david-livingstones-disturbing-accounts-of-19th-century-slave-trade-go-online.130039496,The newspaper article.,,,,David Livingstone's disturbing accounts of 19th century slave trade go online,Martin Williams
