429,FB-55007-10,"The NEH-funded research on Guanabara Bay was the subject for a 30 minute episode of the program Globo Universidade, a widely respected program in the most important broadcast channel in Brazil. Using Guanabara Bay as the main topic, the program discusses the development of environmental history in Brazil, with interviews with Prof. Lise Sedrez and other scholars and students. Full credit is given to NEH during the program.",Open access.,Alice-Maria,"Video, Web",http://redeglobo.globo.com/videos/globouniversidade/v/historia-ambiental-integra/1632622/,Carlos Henrique Schroeder,"URL where the program is archived by TV Globo, with free access.",http://globocidadania.com.br,URL for contact with the division at TV Globo which is responsible for the program Globo Ecologia.,História Ambiental - Globo Universidade,Alexandre do Santos,2011
431,HD-51110-10,A video introduction to the OPOB that is part of the OPOB web site.,,Jeff Magoto,Video,http://petrarch.uoregon.edu/video-introduction,,A video introduction to the OPOB that is part of the OPOB web site. A screeencast of the OPOB's most distinctive features.,http://www.youtube.com/watch?v=krmOLt7YI-Q,Youtube,Oregon Petrarch Open Book Tutorial,Massimo Lollini,2011
438,HD-51110-10,A video of University of Oregon music students performing Marenzio's musical reading of Petrarch's Solo e pensoso. The performance and the video were made for the Petrarch Project in April 2010. It was first made available in January 2011 in the journal Humanist Studies &amp;the Digital Age Associated to the OPOB.,,Lori Kruchenberg (UO Professor of Music),Video,http://cascade.uoregon.edu/spring2011/online-extras/petrarch-madrigal/,,Journal of the UO College of Art and Sciences,http://babel.uoregon.edu/rl/italian/maxiloll/petrarchMusic-short.mov,The actual video,A video of University of Oregon music students,Students of UO School of Music,2011
442,HD-51110-10,"Presentation at the NEH Start-Up Grant Project Directors Meeting, Washington, D.C., September 28, 2010.",,,Video,http://www.youtube.com/watch?v=YxQKApXu3Xk&amp;feature=player embedded#t=791s,,,,,“The Oregon Petrarch Open Book”,Massimo Lollini,2010
538,HD-51209-10,"The Egyptian Oracle performance is a live reenactment of an authentic public ceremony from ancient Egypt's Late Period. We project our Virtual Egyptian Temple on the wall at life scale extending the physical theater into virtual space. The temple is not a film, not a static image, but a true three-dimensional space, which the audience navigates during scene changes. The central actor is a high priest, an avatar controlled by a live human puppeteer, hidden offstage. The supporting actress stands in front of the screen, in costume, mediating the experience. Audience members represent the Egyptian populace acting out brief roles in the drama. Finally, the sacred boat (left) is another puppet also controlled by the puppeteer. In the drama, the will of the temple god moves the boat.  This production is a prototype funded by a Digital Startup Grant from the NEH (HD-5120910). We are not seeking support for a full implementation.",Open access,,"Digital File, Web",http://vimeo.com/30709511,Jeffrey Jacobson,,,,The Egyptian Oracle (May 20th at Puppet Showplace Theater),"Brad Shur, Kerry Handron, Jeffrey Jacobson, Brenda Huggins, Friedrich Kirshner",2011
580,HD-51129-10,"29 digital videos that depict stories about historical sites in Kent, OH. Videos are approximately 1.5 to 4 minutes in length each. Videos can be accessed either online or by way of QR code markers that have been installed at each location.",free,"various elementary school students from Kent, OH","Video, Web",http://www.youtube.com/user/geohistorian,"various elementary school students from Kent, OH",GeoHistorian YouTube Channel that hosts the videos,http://www.rcet.org/geohistorian,GeoHistorian project website,GeoHistorian Videos,"various elementary school students from Kent, OH",2011
759,GN-30046-02,A feature-length documentary released theatrically and distributed on DVD by First Run Features.,,Peter Miller,"Film, Video, DVD",http://willowpondfilms.com/sacco and vanzetti.html,Peter Miller and Amy Linton,Willow Pond Films website for SACCO AND VANZETTI,,,SACCO AND VANZETTI,Peter Miller,2007
773,FA-51517-05,"A biopic of Sister Rosetta Tharpe, based largely on the book ""Shout, Sister, Shout!"" [Gayle Wald is listed as editorial consultant.]",,Mick Csaky,Film,http://www.bbc.co.uk/programmes/b00xf8k7,Mick Csaky,Aired on BBC4.,http://www.youtube.com/watch?v=KWB 1OBWskU,YouTube version (not licensed),The Godmother of Rock &amp; Roll: Sister Rosetta Tharpe,Gayle Wald,2011
970,FT-51453-03,Southern Jews played important roles in transforming Hanukkah into a holiday suited to the American December holiday season.,,,Web,http://www.loc.gov,,lecture given at Library of Congress,,,"""Quick to the Party: Southern Jews and the Americanization of Hanukkah""",Dianne Ashton,2008
1451,MB-50098-10,Susan Herbst's Lecture at Civility Conference,,,Video,http://www.youtube.com/user/CSPresidencyCongress#p/u/4/EQaWEKO8hR0,,,,,Susan Herbst Lecture,CSPC,2011
1452,MB-50098-10,Highlights of Conference on Civility,,,Video,http://www.youtube.com/user/CSPresidencyCongress?feature=guide#p/a/u/0/cVD-vgoUmZU,,Video of Conference Highlights,,,Civility Conference Highlights,CSPC,2011
1454,MB-50098-10,Dr. Abshire presentation on Civility to Phi Beta Kappa,,,Video,http://www.youtube.com/watch?v=MfV11cG4o30&amp;feature=related,,,,,Phi Beta Kappa Lecture video,CSPC,2011
1936,PJ-50070-10,"This video and related article on aired on July 15, 2010 on WCAX, a state-wide Vermont news station. It features commentary from project director, Birdie MacLennan, footage of historical print newspapers and microfilm at the University of Vermont, news about the grant award, Chronicling America, and forthcoming digitization efforts in Vermont.",,,Web,http://www.wcax.com/Global/story.asp?S=12816414,WCAX News,,,,Historic newspapers to go digital,Bianca Slota,2010
2033,BC-50565-10,"This trailer/documentary-in-progress highlighted the Free Gut community of St.Croix, through the eyes of La Vaughn Belle, a woman who is digging up the area's rich history as one of the first free black settlements in Christiansted as she tries to rehabilitate one of it's dilapidated one-room structures - a house that she now owns.",,LaVaughn Belle,DVD,,V.I. Humanities Council,,,,"The House That Freedom Built ",LaVaughn Belle,2011
2057,FT-57540-10,A 30-minute documentary on the history of Philadelphia. Emilie Davis is discussed during the section on Abraham Lincoln and the free black community.,purchase only,Sam Katz,Film,http://www.historyofphilly.com/media.html,Sam Katz,,,,"Philadelphia: The Great Experiment. ",Phil Katz,2011
4831,GN-30150-02,Emmy Award,,,,,,,,,The Fight,Barak Goodman,2005
4832,GN-50453-04,Peabody Award,,,,,,,,,Studio 360: American Icons Program on Moby Dick,Melinda Ward,2005
4833,GN-50310-04,Peabody Award,,,,,,,,,"Billy Strayhorn, Lush Life",Robert Levi,2008
4834,GN-50658-05,Peabody Award,,,,,,,,,Speaking of Faith: The Ecstatic of Rumi America Media,Kristen Wesioh,2008
2063,AP-50076-11,"This video series is part of the Artists Picture Changing American Landscapes teacher professional development workshop conducted by the Rivers Institute at Hanover College (http://rivers.hanover.edu). From the 28 landscape sketches by British officers in the Scenographia Americana (1768) to Albert Bierstadt's Looking Down Yosemite Valley, California (1864) or, even later, Charles Sheeler's American Landscape (1930), art has shaped public perceptions of the vast North American continent. In turn, the landscape leaves its imprint upon artists. The Artists Picture Changing American Landscapes teacher workshop (http://www.apcal.net/home.php) can help teachers integrate Picturing America landscapes into the core subjects of fine arts, American history and government, social studies, and English/language arts, employing images, primary, and secondary documents in their classrooms to see how artists have responded to changing American landscapes — physical, social, and political.&#x0D; &#x0D; Incorporate the Picturing America collection into your humanities, history, social studies, visual arts, or language arts classroom.&#x0D; &#x0D; Full-length downloadable audio versions of these lectures are available at the website.&#x0D; &#x0D; The workshop is made possible by a grant from the National Endowment for the Humanities. Any views, findings, conclusions, or recommendations in this video do not necessarily reflect those of the National Endowment for the Humanities.",open access,Geoffrey Weiss,Web,http://www.youtube.com/playlist?list=PL09680083C9DEDCB3&amp;feature=plcp,Geoffrey Weiss,This is a Youtube playlist that incorporates vignettes from workshop lectures.,,,Artists Picture Changing American Landscapes,"Cathy Burton, P. Joseph Mullins, Karen Burgard, T. Scott McMillin, Elaine Rosa, Patty Dillon",2011
2068,TW-50049-11,"When the Balkans exploded into war in the 1990s, reports that tens of thousands of women were being systematically raped as a tactic of ethnic cleansing captured the international spotlight. I Came to Testify tells how sixteen women who had been imprisoned by Serb-led forces in the Bosnian town of Foca broke history's great silence and took the witness stand in an international court of law.  Their courage resulted in a triumphant verdict that led to new international laws about sexual violence in war.  Narrated by Matt Damon, the film is the first hour in the five-part documentary series Women, War &amp; Peace that aired on PBS in 2011.",Open access,Pamela Hogan,"DVD, Web",http://www.pbs.org/wnet/women-war-and-peace/,WNET and Fork Films,"The website for the Women, War &amp; Peace.  The site includes the entire one-hour film in streaming video and related, Web-only content. , This is the website for the series Women, War &amp; Peace.  It includes the entire one-hour film in streaming video and related, Web-only content. ",http://www.pbs.org/wnet/women-war-and-peace/full-episodes/i-came-to-testify/,"Click on this link to watch the film online. ",I Came to Testify,Pamela Hogan,2011
2219,RA-50083-10,"Weiqi, often referred to as ""Go"" in English, is arguably the most important game in East Asia, with an estimated thirty million to fifty million players throughout the world. Weiqi is a board game immersed in more vivid and often contradictory cultural metaphors than any other game in the world. As Chinese politics have changed over the last two millennia, so too has the imagery of the game—from a tool to seek religious enlightenment to military metaphors, one of the noble four arts, one of the condemned ""four olds"", nationalism, transnationalism, historical elitism, and futuristic hyper rationality.&#x0D; The filmmaker interviews people in China in settings ranging from children's schools to China's elite Beijing University to a park where retired working class men gather to play, from child educators to those reminiscing about their own youth during the Cultural Revolution. What emerges is a fascinating cultural study as people discuss children's education, retirement, China forty years ago and today.",,Mark L. Moskowitz,"DVD, Digital File",http://people.cas.sc.edu/moskowitz/weiqi/weiqiwonders.htm,Mark L. Moskowitz,,,,Weiqi Wonders: Conversations About the Game of Go in China,Mark L. Moskowitz,2012
2239,PJ-50070-10,"This promotional video provides information about the VTDNP and the NDNP mixed with interviews with people who use Chronicling America for their research. The video was produced at the University of Vermont by a production team consisting of VTDNP Digital Support Specialist, Sally Blanchard (Director, Video Editor, Writer and Photographer), with Project Librarian, Tom McMurdo (Narrator, Musician, Script Editor), and UVM Reference Librarian, Daisy Benson (Photographer, Camera Operator, and Script Editor).",,Sally Blanchard,Web,http://www.youtube.com/watch?v=F1XVBgJO0RI,"Vermont Digital Newspaper Project, University of Vermont Libraries","This promotional video, available on youtube, provides information about the VTDNP and the NDNP mixed with interviews with people who use Chronicling America for their research. ",,,The Vermont Digital Newspaper Project: Making Historical Newspapers Available on the Web,"Sally Blanchard, Tom McMurdo, Daisy Benson",2012
2272,GE-50536-11,"A video recording of Shared Stories: A Pilot Play performance at The Sixth Floor Museum at Dealey Plaza.  The presentation took place on Thursday, May 17, 2012.",,Nancy Schaeffer,Video,,The Sixth Floor Museum at Dealey Plaza,,,,Shared Stories: A Pilot Play,Linda Daugherty,2012
2378,TW-50034-11,test,pay-per-view,test,Film,,,,,,Besa: The Promise,test,2012
2381,TW-50049-11,Gracie Award,,,DVD,,,,,,"Women, War and Peace",-----,2012
2395,TR-50158-10,"The husband and wife team of Charles and Ray Eames are widely regarded as America's most important designers. Perhaps best remembered for their mid-century plywood and fiberglass furniture, the Eames Office also created a mind-bending variety of other products, from splints for wounded military during World War II, to photography, interiors, multi-media exhibits, graphics, games, films and toys. But their personal lives and influence of significant events in American life – from the development of modernism, to the rise of the computer age – has been less widely understood. Narrated by James Franco, EAMES: The Architect and the Painter is the first film since their death dedicated to these creative geniuses and their work.",,"Bill Jersey, Jason Cohn",DVD,,"Bill Jersey, Jason Cohn",,,,The Architect and the Painter: The Creative Lives of Charles and Ray Eames,Jason Cohn,2011
2424,AC-50107-11,"Ten-minute video introducing the NEH-funded Hartford Heritage Project. The video shows students in the classroom and on field trips to the Harriet Beecher Stowe Center, Mark Twain House and Museum, and the Wadsworth Atheneum art museum, and it includes interviews with the project director, faculty, students, and community partners.",open access,Michael Bies,Video,http://www.youtube.com/watch?v=4Z6kfHhyD9g&amp;feature=player embedded,Capital Community College Media Department,,,,Hartford Heritage Video,Jeffrey Partridge,2012
4835,GN-25542-98,Peabody Award,,,,,,,,,Lost and Found,Davia Nelson,2003
5028,AB-226623-15,"The video features footage from the scholars' lectures and question and answer sessions, edited with commentary and voice-over.",N/A at this point,Mr. JaPrince Carter,DVD,,Dr. Luminita Dragulescu,N/A,,,Tentative Title: Scholars on African American Heritage,Editor: Dr. Luminita Dragulescu and Dr. Raymond Hylton,2017
2591,CH-50332-07,"China is the most populous nation in the world, the second largest economy, and one of the two largest trading partners of the United States. And yet a large percentage of the American people view China's rise as a threat to the U.S., either militarily or economically or both. According to a recent CNN/Opinion Research survey, 71 percent of American consider China an economic threat to the U.S., while 51 percent consider China a military threat.&#x0D; &#x0D; The frequent reports in the American media about human rights abuses in China add to a rather dark view of that country on the part of the American public. When surveyed, 68 percent of Americans suggest that China is doing a bad job respecting the human rights of its citizens.&#x0D; &#x0D; Larry and Qin Herzberg, both professors of Chinese language and culture at Calvin College in Grand Rapids, MI spent several summers interviewing people from different walks of life across the U.S. as to their views on China. To answer their concerns as well as those voiced in the media, they interviewed professors of Chinese history, religion, philosophy, and business, who have spent the last three decades or more studying China and traveling there regularly. &#x0D; &#x0D; They also interviewed a Canadian reporter, an American missionary, and a New Zealander restaurant manager who have lived in China for many years. Included in the video are also interviews with two American businessmen who oversee factories in China.&#x0D; These people with a true knowledge of China were asked to comment on the negative feelings and fears so many Americans have about China. In particular, they were asked to answer these three basic questions: Is China an economic threat to the U.S.? Is it a military threat? Exactly now widespread are human rights abuses in China, especially as regards religious freedom?&#x0D; &#x0D; This film is designed to give Americans and other Westerners a better and more nuanced understanding of the rising superpower in the world.",,Calvin College Film Productions,"Video, DVD",,Calvin College Film Productions,,,,The China Threat: Perception versus Reality,"Qin Herzberg, Larry Herzberg",2012
2597,CZ-50266-12,"Recording of Reyna Grande's visit to OCTC March 26, 2013",,OCTC TV,Digital File,http://mms:\\legacy.owensboro.kctcs.edu\Reyna Grande,OCTC TV,,,,Reyna Grande at OCTC,Reyna Grande,2013
2604,TR-50255-11,"A racially charged criminal trial and a heart-rending love story converge in this documentary about Mildred and Richard Loving, a part-black, part-Indian woman and a white man who married in Jim Crow era Virginia. Thrown into rat-infested jails and exiled from their hometown for many years, the Lovings fought back and changed history. They were paired with two young and ambitious lawyers who were driven to pave the way for social justice and equal rights through a historic Supreme Court case, Loving v. Virginia. The Loving Story takes us on a journey into the heart of race relations in America. But, in the end, it is a poignant love story of two people who simply wanted to live in the place they called home.",Subscription,Nancy Buirski,"Video, DVD, Film",HBO Cable Network,"Nancy Buirski, Elisabeth Haviland James",Broadcast ver extended period Cable Network,"Video distribution, US and Foreign   ICARUS FILMS","Icarus Fims,  Income for last year   $6736.36",Lovings Story,"Nancy Buirski, Susie Ruth Powell",2011
2669,HD-51475-11,"The Texas Advanced Computing Center (TACC) is developing software tools that enable a new class of scholars from the humanities to use high-resolution displays and advanced computing to create visualizations, interactive maps, and multimedia works at a scale and resolution never before possible.&#x0D; &#x0D; Most Pixels Ever: Cluster Edition is a library for extending Processing sketches to multi-node tiled displays.&#x0D; &#x0D; This library makes it possible to render interactive Processing sketches across distributed computing systems on many displays.&#x0D; &#x0D; This work was made possible by funding from the National Endowment for the Humanities (NEH) Grant: HD-51475-11, A Thousand Words: Advanced Visualization for the Humanities.",open access,"Cunningham, Sean",Video,http://www.youtube.com/watch?v=kvOuJ2RwBTA,,"A video about the ""A Thousand Words"" project to develop advanced visualization tools for humanities scholars, on the TACC YouTube channel.",,,A Thousand Words: Advanced Visualization for the Humanities,"Turknett, Rob",2012
2672,HD-51475-11,"Massive Pixel Environment is a library for the Processing programming language. It allows you to sketch interactions and visualizations and scale them across multiple displays. We've scaled Processing sketches up to 328 megapixels with Massive Pixel Environment, how many pixels can you scale to?&#x0D; &#x0D; Source Code: tacc.github.io/MassivePixelEnvironment/&#x0D; Project Page: tacc.utexas.edu/tacc-software/most-pixel­­s-ever-cluster-edition",open access,"Westing, B.",Video,https://www.youtube.com/watch?v=MS5-QOAwKSI,,"A video about Massive Pixel Environment, a new library for the Processing programming language, on the TACC YouTube channel.",,,Massive Pixel Environment for Processing,"Westing, B.",2013
2985,RA-50102-11,"Anthropologists have noted that traditional lifeways in the Middle East, especially those related to diet, are rapidly disappearing. Women were the primary bread bakers in traditional Middle Eastern societies until the emergence of male owned and operated commercial bakeries in the mid 20th century. Although their participation in bread baking is now limited, women are still strongly associated with the production of this essential foodstuff in Jordan. This documentary examines women's changing roles in bread production in contemporary Jordan through interviews with urban and rural Jordanians in the northern Jordan Valley, Amman, and the Petra area.",Open Access,Amanda Lane,"DVD, Web",http://www.youtube.com/watch?v=SJvlrpEmORU&amp;feature=youtu.be,Amanda Lane Productions,YouTube,,,Bread Culture in Jordan,Jennie Ebeling,2013
3084,RA-50078-09,"Turkey's application to enter the EU has required the country to learn new things about itself. It is required to learn them in specific frameworks, using specific concepts and methodologies, and these are subsumed in EU entry negotiations under the rubric of statistics.  Having collected these statistics, it is required to share them with its population and the EU, and—crucially—it continually reforms its institutions and practices in light of the new statistical knowledge.  This paper argues that the relationship between statistics and social forms is not solely one of ""description.""  To the extent that statistics do not merely study or represent the objects they are purported to be about, but are intimately involved in intervening in/on those objects (e.g. social, economic, or ecological processes) and in fact in remaking them through ‘reform' and/or ‘development,' they have a performative nature.  In this sense statistics are less a methodology and more a technology--a technology of governance. The paper draws on fieldwork in Turkey with statisticians, technicians and agricultural experts working on the design and implementation of EU-inspired reforms to develop new apparatuses for the collection of data on agriculture in the country.",open access,,Video,http://cmes.arizona.edu/colloquium/sp14/silverstein,"Center for Middle Eastern Studies, University of Arizona",Colloquium access webpage,http://www.freenewspos.com/english/video/turkey/u6IqYTeEn9k,youtube access to video,"Statistics, Reform and Technologies of Government in Turkey",Brian Silverstein,2014
3594,RA-50082-10,"Michael Vorenberg talked about the legacy of Confederate Captain Henry Wirz, who was in charge of the Andersonville Prison Camp from March 1864 to his arrest in May 1865 for war crimes. Professor Vorenberg argued that Mr. Wirz's trial was framed within the context of slavery but the memory of his trial and execution has changed as historians view it through the lens of 20th century events.  ""Judgment at Washington: Lew Wallace, Henry Wirz, and the Elusive Quest to End the Civil War"" was part of the U.S. Capitol Historical Society 2014 Spring Conference ""A Just and Lasting Peace: Ending the Civil War"", held in the Dirksen Senate Office Building. It was the eleventh symposium in the series, ""The National Capitol in a Nation Divided: Congress and the District of Columbia Confront Sectionalism and Slavery.""",Open Access,,"Digital File, Web",http://www.c-span.org/person/?michaelvorenberg,C-SPAN,,,,"Judgment at Washington: Henry Wirz, Legacies, and the Ends of War",Michael Vorenberg,2014
3629,FB-55912-11,"In part with Black History Month, the Kentucky Derby Museum will open a new exhibit about one of the best jockeys in history.",,,Web,http://www.wlky.com/news/kentucky-derby-museum-holds-exhibit-for-famous-africanamerican-jockey/31118640,,,,,The Prince of Jockeys,Colin Mayfield,2015
3630,FB-55912-11,"After nearly 120 years, jockey Issac Burns Murphy's winning record is still the highest in American horse racing history.  Though he won three Kentucky Derbies and set numerous records throughout his career, Murphy had to deal with the harsh reality of being black in the still deeply segregated South.&#x0D; &#x0D; On this edition of Up to Date Pellom McDaniels III talks with Steve Kraske about his new biography of ""The Prince of Jockeys"" whose life and career spanned the Civil War, Reconstruction, and Jim Crow.&#x0D; &#x0D; Guest:  Pellom Mc Daniels III is an Assistant Professor of African American Studies at Emory University and the author of The Prince of Jockeys: The Life of Isaac Burns Murphy.",,,"Digital File, Web",http://kcur.org/post/issac-burns-murphy-prince-jockeys-0,,,,,The Prince of Jockeys,Steve Kraske and Jennie Whitty,2014
3756,HD-51709-13,"Based on a presentation to the Society of Biblical Literature, 2014.",,,"Video, Web",https://www.youtube.com/watch?v=G-1eWueAOzE,Todd R. Hanneken,,,,"Integrating Spectral and Reflectance Transformation Imaging (RTI) ",Todd R. Hanneken,2014
3785,AQ-51049-14,News segment discussing the grant's inclusion in Senator Coburn's Wastebook 2014.,,,Web,http://wishtv.com/2014/10/29/senator-butler-university-course-is-no-laughing-matter/,,Link to news segment from WISH-TV Indianapolis.,,,Senator: Butler University course is no laughing matter,Howard Monroe,2014
4393,HD-50866-09,"In 1862, Poet Walt Whitman went to Fredericksburg, Virginia, searching for his brother George who had been wounded in a Civil War battle. Mara Scanlon and Brady Earnhart (University of Mary Washington) say Whitman was so moved by the carnage he found that he worked as a nurse for the rest of the war.",Open Access,"McConnell, Sarah",Web,http://withgoodreasonradio.org/2015/06/america-the-beautiful-2/,,"Each week on With Good Reason, our ever-curious host Sarah McConnell takes you along as she examines a wide range of topics with leading scholars. With Good Reason is offered as both a half hour and hour show via Content Depot and PRX. It is produced by the Virginia Foundation for the Humanities for the Virginia Higher Education Broadcasting Consortium",,,"With Good Reason - ""America the Beautiful""","Scanlon, Mara, Earnhart, Brady",2015
4437,HJ-50173-14,"Introduction to the Markus system, currently in Chinese.",open access,,Video,https://youtu.be/NltG3EjC9 A,,,https://www.youtube.com/watch?v=jGfnlhywztY&amp;feature=youtu.be,,"Introduction to MARKUS ",Ho Hou Ieong,2015
4708,RZ-51147-10,"This is a uTube video recording of the Lecture given at the Joukowsky Institute, Brown University, on the discovery of the Khayan sealings at Tell Edfu.",open access,,Video,https://www.youtube.com/watch?v=vwADLWNCrN4,Brown University,,,,The Context of the Khayan Sealings from Tell Edfu,Nadine Moeller,2015
4780,GN-10487-74,Peabody Award  4 Emmy Awards,,,Film,,,,,,The Adams Chronicles,Virginia Kassel,1976
4781,GN-*1344-80,Emmy Award,,,Film,,,,,,Middletown: The Campaign Episode,Peter Davis,1981
4782,GN-*0280-80,6 National Emmy Awards 1 Peabody Award,,,Film,,,,,,Vietnam: A Television History,Richard Ellison,1983
4783,GN-*2199-81,Emmy Award,,,,,,,,,Heritage Civilization and the Jews,William Lamb,1984
4784,GN-22769-86,2 Emmy Awards and 1 Peabody Award,,,,,,,,,The Civil War,Ken Burns,1984
4785,GN-20693-82,Emmy Award,,,,,,,,,The Global Assembly Line,Lorraine Gray,1986
4787,GN-22212-85,Peabody Award,,,,,,,,,American Tongues,Louis Alvarez,1986
4788,GN-21528-83,Academy Award,,,,,,,,,American Dream,barbara Kopple,1991
4789,GN-23503-89,Emmy Award,,,,,,,,,Duke Ellington: Reminiscing in Tempo,Robert Levi,1991
4790,GN-24195-91,Emmy Award for Writing Program,,,,,,,,,The Great Depression,Henry Hampton,1991
4791,GN-24365-92,"Emmy Award, Best information Series",,,,,,,,,Baseball,Ken Burns,1992
4792,GN-24542-92,Peabody Award,,,,,,,,,The Donner Party,Ric Burns,1992
