906,RZ-50431-05,"The exhibition was mounted in the large front atrium of the Tyler School of Art, Temple U., in Sept. - Oct. 2010. It was on the monuments, their history and function as tools for salvation, and also on their current relevance. Two artists (also faculty at Tyler) contributed works of art inspired by the monasteries.",Elizabeth Bolman and graduate student Agnieszka Szymanska,,,,,Art and Salvation: The Red and White Monasteries,2009
1126,PW-50349-09,"The exhibition Banned, Burned, Seized, and Censored reveals the machinery of censorship at work in America during the interwar years, letting writers, reformers, attorneys, and publishers speak for themselves and illuminating the complex negotiations that occurred at the intersection of literature and ""obscenity.",Danielle Sigler,http://www.hrc.utexas.edu/exhibitions/2011/banned/,,,,"Banned, Burned, Seized and Censored",2011
1200,GI-50047-08,"On view at the Seattle Art Museum (SAM) from October 23, 2008 to January 11, 2009, S'abadeb - The Gifts: Pacific Coast Salish Art and Artists was the first ever major traveling exhibition of Coast Salish art. The exhibition engaged 81,387 visitors in a meaningful dialogue about Salish art and culture through a comprehensive exhibition of over 180 objects drawn from fifty museum and private Native collections, some never before exhibited, supplemented with innovative media displays.",Barbara Brotherton,http://www.seattleartmuseum.org/exhibit/interactives/sabadeb/flash/index.html,Exhibition website that explores the 5 main themes of the exhibition.,,,S'abadeb - The Gifts: Pacific Coast Salish Art and Artists,2008
1235,EE-50022-04,"Installation of the Garibaldi project (part pf VHL) on a touchscreen device, part of Growing Knowledge. The Evolution of Research, an exhibition at the British Library in London","Andries van Dam, Massimo Riva",http://www.growingknowledge.bl.uk/,,,,"The Garibaldi Panorama on the Surface ",2011
1236,EE-50022-04,"An installation of the Garibaldi Panorama on touchscreen devices in the prestigious Sala del Risorgimento of the Palazzo Pubblico, in Siena, Italy","Alex Hills, Massimo Riva",,,http://www.beniculturalionline.it/?p=1649&amp;option=com wordpress&amp;Itemid=1,Italian Cultural Heritage ufficial blog,Garibaldi Panorama e la Sala del Risorgimento,2011
1237,EE-50022-04,"An installation of the Garibaldi panorama on touchscreen in the atrium of the Salaborsa, public library and civic center, in Bologna Italy",Massimo Riva,http://www.bibliotecasalaborsa.it/eventi/22910,,,,Storia da toccare: Garibaldi panorama a Salaborsa,2011
1396,FS-50092-06,"n/a ","Krueger, Karl",,,,,NO WOMAN’S CHIT-CHAT Argula von Grumbach 16th Century Public ‘Theologian’,2009
1397,FS-50092-06,"Special Collections Library, University of Michigan:  1) ""Rediscovering Shenoute of Atripe (ca. 348-466), a Digital Project"" 2011.- http://www.lib.umich.edu/special-collections-library/rediscovering-shenoute-atripe 2) ""A Collection of Early Manuscript Leaves"" 2011-. http://www.lib.umich.edu/special-collections-library/collection-early-manuscript-leaves 3) ""Watermarks from Venice"" (March-June, 2011). 4) ""Celebrating 400 Years of the King James Bible: Its Origins in Manuscript and Print"" (January-March, 2011).  ""Cervantes and the Canon"" (September- December, 2010). ","Alvarez, Pable",,,,,see below,2009
1399,FS-50092-06,"Department of Rare Books, Special Collections &amp; Preservation, University of Rochester, NY  Alvarez, Pablo. ""Manifestations of Medieval Law: From Manuscript to Print"" (April 2-4, 2009).  ""Charles R. Darwin at 200: The Origin and Evolution of his Books"" (February-March 2009).  ""John Dryden and the Book: 1659-1700"" (October-December 2008). ","Alvarez, Pablo. ",,,,,3 exhibitions,2008
1416,FB-38346-03,"Exhibition at the Williams College Museum of Art of the photography of Maksim Dmitriev, chronicling the growth of female Orthodox monasticism in 19th and early 20th-c. Russia.",William G. Wagner,,,,,Chronicling Faith: Maksim Dmitriev and the Renaissance of Orthodox Monasticism in Late Imperial Russia,2003
3718,CH-50371-07,"A selection of intimate letters sent between Frida Kahlo and her mother, Matilde Calderón de Kahlo, in the years just before her mother's death.",Heather Slania,,,,,Mamacita Linda: Letters between Frida Kahlo and her Mother,2012
12932,RZ-230461-15,"Flakes, Flasks, and Furnace Slag: The Plymouth colony Archaeological Survey. Artifact exhibit installed in the Plymouth Town 1749 Courthouse.","David Landon, Christa Beranek",https://www.facebook.com/1749CourtHouseMuseum/,,,,"Flakes, Flasks, and Furnace Slag: The Plymouth Colony Archaeological Survey",2016
13066,PY-253100-17,"As the city of Stamford embarks on a yearlong Celebration of its 375th Anniversary, it is with pride and pleasure that I invite you to join in the many activities planned for this special occasion.",Sandy Goldstein,http://stamford375.org/,,,,Stamford 375,2016
1827,GI-50290-11,"Henry Ossawa Tanner (1859-1937) grew up in Philadelphia, and decided to become an artist after observing a painter in Fairmount Park, eventually studying from 1879 to 1885 at the Pennsylvania Academy of the Fine Arts, the presenter of this exhibition.  His life's artistic journey took him to the southern U.S., Paris, Jerusalem, Cairo, and Tangiers. &#x0D; &#x0D; Tanner went on to become a critically acclaimed and prize-winning artist in the United States and France for what contemporary critics called his ""modern"" and ""personal"" religious painting.  &#x0D; The exhibition and accompanying catalog situate Tanner as an American artist of international stature who reframed genre scenes of African-American life, Orientalist painting, and religious painting, through his own innovative modern painting practices and techniques.&#x0D; &#x0D; The exhibition, at PAFA from January 27 – April 15, 2012, presented more than 100 objects in PAFA's 7,000-square-foot exhibition space, and then toured to Cincinnati and Houston. &#x0D;  &#x0D; ","Anna O. Marley, PhD.",http://www.pafa.org/Museum/Exhibitions/Past-Exhibitions/Henry-Ossawa-Tanner-Modern-Spirit/879/,"Webpages for PAFA's exhibition, Henry Ossawa Tanner: Modern Spirit",,,Henry Ossawa Tanner: Modern Spirit,2012
2013,BC-50531-10,"The Pioneer Exhibit is a permanent exhibit in the main gallery of the Edmond Historical Society &amp; Museum.  It tells the story of pioneer families who chose to leave their established lives behind in other parts of the country to join the thousands who decided to participate in the land run of 1889. The exhibit also explores the Native American experience of the area.  This exhibit depicts the home life and struggles that faced these individuals while setting up a home for themselves.  The rich history is depicted by a replica front porch with windows looking into the home of a settler and includes numerous artifacts, photos and stories of local families who spanned generations in this city.",Edmond Historical Society &amp; Museum,,,,,Pioneer Exhibit,2011
2015,BC-50531-10,"This project enabled us to focus on the impact of the ""wheel,"" specifically in the Cheyenne and Arapaho culture. By leading audiences to explore the fragments of ""wheel,"" which is infused throughout Cheyenne and Arapaho culture, audiences were introduced to this topic from the historical perspective. Furthermore, they understood contemporary interpretations of the ""wheel"" in the Cheyenne and Arapaho culture, how it changes and exists as other forms, and continues inspiring generations of Cheyenne and Arapaho people, and our entire society as well.The contributions of the humanities scholars, Dr. Henrietta Mann, Mr. Edgar Heap of Birds, Mr. Gordon Yellowman, and Mrs. Connie Yellowman, facilitated a comprehensive and profound look at the culture of the Cheyenne and Arapaho peoples. These scholars, who are nationally and internationally renowned for their expertise in Native American Studies, Native American History, Native American Art and Art History, and Contemporary Art, exhibited and presented the topic through different perspectives, including history, language, and traditional and contemporary art. &#x0D; &#x0D; ","Southwestern Oklahoma State University, Weatherford, Oklahoma",http://www.swosuart.com/circularmovement/index.html,An online record of the exhibit and its supplementat programs.,,,The Circular Movement in Cheyenne and Arapaho Culture,2011
2016,BC-50531-10,"Ghost Ranch is a photographic exhibition of Craig Varjabedian's eloquent and finely detailed black and white images of the iconic Ghost Ranch located in Northern New Mexico. Shot with a 5x7 inch view camera with vintage 1930s lenses, these photographs represent an exploration of love and adventure in the land made famous by Georgia O'Keeffe. Ghost Ranch is a symbol of the American Southwest - a place accessible yet not often fully explored or authentically depicted.  The exhibition combines strong elements of art history, environmental studies, history, geography, and aesthetic studies in photography to illustrate the inspiration of O'Keeffe's priceless works and to portray infinite capacities of the land itself. &#x0D; ","National Cowby &amp; Western Heritage Museum, Oklahoma City, Oklahoma",,,,,Ghost Ranch and the Nearby Faraway Exhibition,2011
2034,BC-50565-10,"Jack Delano (August 1, 1914 – August 12, 1997) was an American photographer for the Farm Security Administration (FSA) and a composer noted for his use of Puerto Rican folk material. In 1941, the Ukranian-born American photographer landed in the United States Virgin Islands, ready to begin an assignment for the federal government. These are some of the photos that Delano took during his visit to the islands. The Humanities&#x0D; Council's collection is a result of a grant funded in the 1990s, but reshown at the We the People 2011 conference because of its all-encompassing relevance to the theme of Place, Time, &amp; Memory",V.I. Humanities Council,,,,,Jack Delano Photo Collection,2011
2035,BC-50565-10,"Moko jumbies are a cultural group that originated in Africa. The enslaved brought their&#x0D; culture with them from Africa. The Moko Jumbies are a form of Masquerading. They all&#x0D; wear masks to hide their identity. The mask is essentially a dramatic device enabling the&#x0D; performer to stand apart from his or her everyday role in the community. Sandra&#x0D; Michael's grandmother Ms. Elizabeth Clarke was a masquerader on foot and her&#x0D; grandfather Mr. William Robinson was a Moko Jumbie. Her handmade Moko Jumbies fashioned from colorful fabrics spoke to the We the People 2011 theme of ""Place, Time, &amp; Memory.""",Evelyn Pena-Felix,,,,,Sandra Michael Collection,2011
2158,MR-50159-12,Amy Whipple is the Assistant Director of the Terrebonne Parish Library System for the past 16 years.,Amy Whipple,http://www.mytpl.org,Web site for the Terrebonne Parish Library System which features the NEH exhibit For All the World to See: Visual Culture and the Struggle for Civil Rights,,,"NEHontheRoad For All the World to See:Visual Culture and theStruggle for Civil Rights, NEH on the Road -  For All the World to See:Visual Culture and theStruggle for Civil Rights",2012
2238,PJ-50070-10,"The Vermont Digital Newspaper Project, the National Digital Newspaper Program, and Chronicling America were featured in an exhibit at the Vermont History Expo in Tunbridge, Vermont,  The exhibit highlighted Civil War coverage in Vermont newspapers that are available on Chronicling America, and was strategically located to a booth adjoining the University of Vermont's Center for Digital Initiatives (CDI) display, which featured content from the online collection of Vermonters in the Civil War, a joint project with the Vermont Historical Society.",Prudence Doherty,http://vtdnp.wordpress.com/2012/06/20/vtdnp-at-the-vermont-history-expo-2012/,A blog entry and photo of the exhibit.,https://www.facebook.com/media/set/?set=a.400470506665195.88888.169536416425273&amp;type=1,VTDNP photographs on Facebook of the Vermont History Expo.,Vermont History Expo: Civil War Coverage in Vermont Newspapers,2012
2260,CH-50229-05,"Permanent exhibits for the Lakeport Plantation were developed working with Quatrefoil of Laurel, Maryland.  Exhibits were designed with the understanding that the house itself is the major artifact, and nothing is to interfere with or overpower the architecture or craftsmanship of the house.  Exhibits tell the story of the politically powerful Johnson family who owned Lakeport, the African Americans who lived and worked at Lakeport in evolving roles,the craftsmanship that went into building the house, and the processes involved in restoring the house.","Dr. Blake Wintory, Dr. Ruth A. Hawkins",http://lakeport.astate.edu,Main web site for the Lakeport Plantation,http://quatrefoil.com,Main web site for the exhibit designer,Lakeport Plantation Permanent Exhibits,2012
2304,RQ-50471-10,"Native Voices: New England Tribal Families is an introduction to native communities around New England today. By visiting five different communities from northern to southern New England, visitors learn a lot about Native American traditions and how modern families balance contemporary life with preservation of important cultural identities.&#x0D; &#x0D; ","Boston Childrens Museum, Boston, MA",http://www.prweb.com/releases/boston/childrensmuseum/prweb9130907.htm,,,,Native Voices: New England Tribal Families,2011
2317,CZ-50266-12,"Borrowed a display from the Perry County Museum in Canelton, Indiana about the cotton mill located in the town from the mid 1850's. The building still stands today. Exhibit features products made in the mill, equipment used, and photos of workers and the mill property.",Lena Joyal,,,,,"Cotton Mill at Canelton, Indiana",2012
2396,GI-50135-09,Curatorial award,///,,,,,For All the World to See,2011
2502,RA-50036-06,"Guest curated by Martin Bruckner, Ph.D. (NEH Fellow 2008-9), Winterthur Museum has developed an innovative exhibition entitled, Common Destinations: Maps in the American Experience.   Opening on April 20, 2013 and continuing through January 2014, this exhibition explores the importance of maps in American everyday lives and material culture. From about 1750 to 1860, the decorative use of maps shifted from rare display devices to ubiquitous commercial objects. As they do today, map materials were immersed in people's senses in the 18th and 19th centuries, and they will ultimately be explored in this landmark exhibition in terms of how the constant interaction with maps shaped American spatial imagination. This exhibition also stresses the decorative use of maps, which were not always used for the purposes usually associated with them. Like other fine and decorative arts, they performed an aesthetic and cultural role in American society. Historically significant maps will be paired with paintings, textiles, scientific instruments, and ephemera primarily from Winterthur's collections to illustrate this point and underscore how these material maps affected men, women, and children from all ranks, genders, and races. To date, no other exhibition has placed maps in multi-media vignettes to contextualize how they were displayed and used. The exhibition is also well-suited to an IPod tour and web-components such as an online virtual exhibition and map-related database, projects we are currently exploring. Additional activities include a two-day symposium with leading scholars in the field on the material culture of maps. A brown bag lunch series and school programs will encourage diverse visitors to further learn about and explore the many ways in which maps were, and continue to be, important visual components of everyday life.","Martin Bruckner, Ph.D.",http://www.winterthur.org/?p=1057,"Winterthur's public description for the exhibition on our website.  ",,,Common Destinations: Maps in the American Experience,2013
2612,GI-50074-09,"Sixteen outdoor exhibition panels throughout the site interpret how people worked, played, and reflected upon this landscape over the centuries. They present background on both extant parts of the estate, like the 20th-century gardens and arboretum, as well as long-vanished resources, including an elaborate 19th-century conservatory and an early hydroelectric power plant. The panels also address some of the interpretive challenges faced by a property that experienced change over time. Through the use of period images, the panels illustrate important features that once existed but are now gone. The panels were designed by Robert Romagnoli, who also designed the way-finding signage program for Montgomery Place.",Kathleen Eagen Johnson,,,,,HHV - Montgomery Place American Arcadia - Outdoor Exhibition Panels,2011
2613,GI-50074-09,This document contains photos of the 16 interpretive panels that were installed throughout Montgomery Place.,"Margaret L. Vetare, Kathleen Eagen Johnson",,,,,HHV - Montgomery Place American Arcadia - Photos of Outdoor Exhibition Panels,2011
2627,GI-50074-09,"This library exhibition, entitled ""A Garden in Print,"" allows visitors to page through more than 30 rare books from the Montgomery Place library that represent major trends in agronomy, environmental conservation, horticulture, landscape architecture, and nature-based scientific study and writing.",Karen Walton Morse,http://www.hudsonvalley.org/sites/default/files/mpbooks/index.html,,,,HHV - Montgomery Place American Arcadia - Online Exhibition 1,2013
2628,GI-50074-09,"This online print exhibition, entitled ""America's River: Images of the Hudson from the William and Ruth Diebold Collection,"" uses print images of the Hudson River Valley to address the theme of Americans' relationship to the river, which is an integral part of the Montgomery Place setting. The exhibition, drawn from an important gift of prints, touches on Americans' attitudes toward the river and its multiplicity of uses for transportation and agriculture, its value in terms of natural beauty and as a cradle for American history, and, finally, as a proving ground for technology.",Jessa J. Krick,http://www.hudsonvalley.org/education/americas-river,,,,HHV - Montgomery Place American Arcadia - Online Exhibition 2,2013
2846,FB-55912-11,"Isaac Burns Murphy (1861–1896) was one of the most dynamic jockeys of his era. Still considered one of the finest riders of all time, Murphy was the first jockey to win the Kentucky Derby three times, and his 44 percent win record remains unmatched. Despite his success, Murphy was pushed out of Thoroughbred racing when African American jockeys were forced off the track, and he died in obscurity.&#x0D;  &#x0D; &#x0D; In The Prince of Jockeys: The Life of Isaac Burns Murphy, author Pellom McDaniels III offers the first definitive biography of this celebrated athlete, whose life spanned the Civil War, Reconstruction, and the adoption of Jim Crow legislation. Despite the obstacles he faced, Murphy became an important figure—not just in sports, but in the social, political, and cultural consciousness of African Americans. Drawing from legal documents, census data, and newspapers, this comprehensive profile explores how Murphy epitomized the rise of the black middle class and contributed to the construction of popular notions about African American identity, community, and citizenship during his lifetime.",Pellom McDaniels,http://www.theprinceofjockeys.com,Website for The Prince of Jockeys book and exhibition,,,The Prince of Jockeys,2013
2861,RA-50090-10,"October 6 – December 31, 2013&#x0D; Presented here to the public for the first time, the civil proceedings of the Metz Beit Din (Rabbinic Court) represent an exceptionally fertile resource for investigating vitally important topics in law and history. Equally significant, the publication of these nearly forgotten records offers an occasion to reexamine French Jewish life at the dawn of the Revolution, when the emancipation of the Jews first came to the attention of the public. This exhibition provides a glimpse of Jewish custom, culture and community on the brink of modernity, highlighting those areas that distinguished the Jews from their French neighbors and, no less important, the life they shared.&#x0D; ",Jay Berkovitz,http://metz.cjh.org/#home,,,,"Circles of Justice: Law, Culture, and the Jews of Metz in Eighteenth Century France",2013
3000,HD-51222-11,"The Virtual Paul's Cross Project Installation in the Teaching and Visualization Lab of NC State's Hunt Library immerses the audience in the experience of Paul's Churchyard on November 5, 1622 between 10 AM and 12 noon. Using 10 projectors, we see a 270 degree panoramic view of Paul's Churchyard and St Paul's Cathedral, a view that changes as we move from listening position to listening position through 7 different positions. At each position, we can hear John Donne's sermon for Gunpowder Day 1622 in the presence of four different sizes of crowd.",John N Wall,http://news.ncsu.edu/releases/wms-donne-2013/,Official Announcement of the Installation from NC State University News Office,,,The Virtual Paul's Cross Project,2013
3035,PJ-50036-08,"The exhibit will consist of a stand-alone kiosk with a touch-screen monitor that will allow viewers to interact with the ADNP website, a tutorial that guides the user through using the ADNP website effectively, and a trivia game that connects the Territorial Governors with the newspapers in the ADNP collections. We believe that, on top of outreach at events, by giving the broadest sectors of the public access to and information on our digital newspaper resources we can make visible a previously hidden or obscured set of primary sources once available only by physically accessing an institution. Today, digital newspaper collections endeavor to bring historical documents to the public's fingertips and we believe the ADNP interactive exhibit will help even more people become aware of and learn how to access this particular pulse on history.",Arizona Capitol Museum,,,,,"""History at Your Fingertips"": An ADNP Interactive Display",2014
3467,CH-50406-07,"Supporting the museum's research mission, this was the first major exhibition on the subject of Cercle et Carré, a group of 80 artists centered in Paris 1929-1930 and devoted to the idea of abstraction as a source of truth and a universal language. The project sprang from the establishment at the museum of the Pierre Daura Center for the Study of European Art, with the archives of Catalan artist Pierre Daura (1896-1976), founding member of the group, and a collection of his works from this period. The Daura Center's focus on European modernism has fostered new scholarship and cross-disciplinary opportunities.",Lynn Edward Boland,http://www.georgiamuseum.org,Website of the Georgia Museum of Art,http://georgiamuseum.org/art/exhibitions/past/cercle-et-carre-and-the-international-spirit-of-abstract-art,"website for the exhibition ",Cercle et Carre and the International Spirit of Abstract Art,2013
3627,FB-55912-11,"One of America's greatest jockeys, Isaac Burns Murphy was known for his honesty, his ability with horses, and his gentlemanly decorum.  Born during slavery and coming to prominence at the end of Reconstruction, Murphy was an example of African American success and achievement.  This exhibition explores the life and career of Murphy, as well as the significance of African American men in general to the development of horse racing as America's first spectator sport. Using photographs, illustrations, and texts, the 25 didactic panels account for the intersecting contexts within which Murphy came to be known as the Prince of Jockeys.",Pellom McDaniels III,http://www.theprinceofjockeys.com/Exhibitions.html,,,,The Prince of Jockeys,2013
3628,FB-55912-11,"One of America's greatest jockeys, Isaac Burns Murphy was known for his honesty, his ability with horses, and his gentlemanly decorum.  Born during slavery and coming to prominence at the end of Reconstruction, Murphy was an example of African American success and achievement.  This exhibition explores the life and career of Murphy, as well as the significance of African American men in general to the development of horse racing as America's first spectator sport. Using photographs, illustrations, and texts, the 25 didactic panels account for the intersecting contexts within which Murphy came to be known as the Prince of Jockeys.",Pellom McDaniels III,http://www.theprinceofjockeys.com/Exhibitions.html,,,,The Prince of Jockeys,2013
3713,CH-50371-07,"Doris Emrick Lee (1905–1983) was an American painter and illustrator best known for her painting Thanksgiving, which won the prestigious Logan Prize at the Art Institute of Chicago in 1935. In her wide-ranging career, she painted murals for the United States Post Office buildings, participated in annual exhibitions at the Carnegie Institute in Washington, D.C., created commissioned work for Life magazine, and illustrated children's books. Lee's art was also featured on greeting cards, calendars, menus, pottery, and fabric. This exhibition showcases photographs, sketches, and objects from the Doris Lee Papers housed in the Betty Boyd Dettre Library and Research Center.",Heather Slania,,,,,Doris Lee: American Painter and Illustrator,2014
3714,CH-50371-07,"Helena Bochoráková-Dittrichová (1894–1980) was a Czech graphic artist whose 1929 novel Z me´ho de?tstvi´ (From My Childhood) is widely acknowledged to be the first wordless novel created by a woman. Bochoráková-Dittrichová's appealing and warm woodcut style was influenced by pioneering Belgian graphic artist Frans Masereel. This exhibition showcases five of her published novels as well as her unpublished book Malírka Na Cesta´ch (The Artist on her Journey), which contains 52 original woodcuts about a young woman artist studying abroad, mirroring Bochoráková-Dittrichová's own life at the beginning of her career.",Heather Slania,,,,,The First Woman Graphic Novelist: Helena Bochoráková-Dittrichová,2014
3715,CH-50371-07,"Anita Steckel (1930–2012), a feminist American artist, countered the art-world establishment through depictions of heterosexual female desire. She sparked a media scandal in 1972 by refusing to self-censor an exhibition of her exuberant and shameless female and male erotic figures, instead creating the Fight Censorship Group. Personal papers, photographs, and art from the Betty Boyd Dettre Library and Research Center's Anita Steckel Papers illustrate her boundary-pushing art and activism.",Heather Slania,,,,,Equal Exposure: Anita Steckel’s Fight Against Censorship,2013
3716,CH-50371-07,"In the 19th century, book publishers developed new bookbinding methods to respond to the desires of an increasingly educated general public. One of these shifts was using cloth to bind books instead of the more expensive leather and the less resilient paper bindings. This provided an avenue for women artists to make their mark on bookbinding design, and soon, they became some of the most successful designers.",Heather Slania,,,,,Making Her Mark: Publishers’ Bindings by Women,2013
3717,CH-50371-07,"A Museum of Their Own: 25 Years of NMWA History illustrates the history of the museum through documents, printed matter, and photographs selected from the institutional archives.",Heather Slania,,,,,A Museum of Their Own: 25 Years of NMWA History,2012
