905,RZ-50431-05,"I taught a graduate class on the White Monastery (and its associated community at the Red Monastery) at Temple University. The class was designed to familiarize the students with the monuments, and also plan an exhibition on them.",Graduate,Elizabeth Bolman,,,,,Materializing Salvation in Late Antique and Medieval Egypt: the Case of the Red and White Monasteries,2009
999,ED-50167-03,"The site has enriched a course I have taught at the University of Virginia.  Students can access the website and use it to improve their pronunciation, comprehension, and vocabulary.",Undergraduate,David T. Gies,,,,,Spanish Conversation: Cinema,2009
1074,FT-52796-04,"This project consists of particular episodes in the environmental history of two Washington cities: Seattle and Spokane. The project divides into four sections, each exploring particular facets of city's history. These sections may be taught together as a unit, or used separately as individual lessons. Questions and teaching suggestions accompany each section, as well as more general activities at the end of the essay. A proper name and subject index is included as a finding aid. A timeline provides important dates in the environmental history of Washington and the Pacific Northwest. Finally, the project includes a bibliography, suggested videos, and on-line resources that teachers may consult for further information.",K - 12,"Klingle, Matthew",http://www.washington.edu/uwired/outreach/cspn/Website/Classroom%20Materials/Curriculum%20Packets/Building%20Nature/Building%20Nature%20Main.html,Curriculum packet website,http://www.washington.edu/uwired/outreach/cspn/Website/index.html,"Center for the Study of the Pacific Northwest, University of Washington, Department of History, primary website",“Building Nature: Topics in the Environmental History of Seattle and Spokane—A Curriculum Project for the History of the Pacific Northwest in Washington State Schools”,2006
1183,FT-54229-06,"A ten day master class on the principles of Active Analysis. Taught at MetodiFestival, Italy, to professional actors from Itatly, Norway, and Britain.",Other,"Carnicke, Sharon Marie",,,,,Active Analysis: Intensive,2011
1251,FB-37593-02,"Martin Heidegger's Being and Time proposes a holistic conception of truth that can reconnect epistemology with cultural practices and social institutions. Yet his conception seems to make personal or communal ""authenticity"" the key to attaining truth. The seminar develops a constructive critique of Heidegger's conception of truth by examining its internal logic and its hermeneutical role.",Graduate,Lambert Zuidervaart,http://courses.icscanada.edu/2011/05/truth-and-authenticity-heideggers-being.html,,,,Truth and Authenticity: Heidegger’s Being and Time,2005
1392,FS-50092-06,"York University, Department of English, 4th year seminar",Undergraduate,"Deitch, Judith. ",,,,,"The Medieval Book,",2009
1393,FS-50092-06,"York University, Department of English, 4th year seminar 2009-2010, 2010-2011 ",Undergraduate,"Deitch, Judith",,,,,Print Culture and History of the Book,2009
1395,FS-50092-06,"Offered Fall 2009 &amp; Fall 2011). Krauth Memorial + Lutheran Theological Seminary 7301 Germantown Avenue + Philadelphia, PA 19119-1794 ",Graduate,"Krueger, Karl",,,,,"Book of Faith: Print, Politics, Public Event",2009
1464,HD-51330-11,DTC 354 Digital Storytelling is using the Women &amp; Domestic Life at the Village of Fort Vancouver module as a case study for the semester. Class members are helping to create content for the module as they learn the art and strategies of digital storytelling.,Undergraduate,"Greg Shine, Dene Grigar",http://dtc-wsuv.org/wp/fvm/dtc-354/,,,,"DTC 354 Digital Storytelling ",2012
1491,AC-50089-11,"This interdisciplinary course examines the gender dimension of social contours of Islamic communities in North America with an emphasis on the United States. After a brief review of the geopolitics and historical background, immigration trends, and acculturation process of communities, the course will explore what it means to be a Muslim person in the United States today. Special attention will be paid to social activism and feminist discourse among the diaspora Muslims and their cross-pollination or transnational impacts on the processes of globalization, reformation, and democratization in the Muslim-majority countries",Undergraduate,Nayereh Tohidi,http://www.csun.edu/meis,"This interdisciplinary course examines the gender dimension of social contours of Islamic communities in North America with an emphasis on the United States. After a brief review of the geopolitics and historical background, immigration trends, and acculturation process of communities, the course will explore what it means to be a Muslim person in the United States today. Special attention will be paid to social activism and feminist discourse among the diaspora Muslims and their cross-pollination or transnational impacts on the processes of globalization, reformation, and democratization in the Muslim-majority countries",http://www.csun.edu/ws,,"GWS315: Gender, Sexuality and Islam in the US",2011
1493,HD-51330-11,"A growing area of interest in the digital humanities is the mobile environment, especially projects that take advantage of the affordances of smart phones and tablets. This course, derived from the Mobile Tech Research Initiative of The Creative Media &amp; Digital Culture Program at Washington State University Vancouver (http://van-dtc356.vancouver.wsu.edu/appcamp/), is aimed at assisting participants to: 1) conceptualize the space and special features of mobile devices; 2) develop the architecture, design, and multimedia content production for a mobile project; and 3) understand the coding and programming requirements for mobile devices. By the end of the course, participants will have the information they need for creating projects for the mobile environment and will have completed steps toward the development of their own projects",Graduate,"Will Leurs, Dene Grigar, John Barber, Brett Oppegaard",http://dtc-wsuv.org/wp/dhsi/,This is the website for the course.,http://dhsi.org/courses.php,This is the website for the Digital Humanities Summer Institute at the University of Victoria,Teaching App Design and Development,2012
1496,AC-50089-11,"A history of the modern State of Israel, from the emergence of modern Jewish nationalism to the present time.  The conflicts between Jews, Palestinians, and imperial and regional powers will be examined, as well as the relations between the diverse peoples that constitute Israel's multicultural, multireligious, and multinational society",Graduate,Jody Myers,http://www.csun.edu/meis,"A history of the modern State of Israel, from the emergence of modern Jewish nationalism to the present time.  The conflicts between Jews, Palestinians, and imperial and regional powers will be examined, as well as the relations between the diverse peoples that constitute Israel’s multicultural, multireligious, and multinational society",http://www.csun.edu/religious.studies/,,JS496: Israel's History and Peoples,2011
1497,AC-50089-11,"Intermediate course designed to strengthen existing communicative skills and cultural knowledge developed in PERSIAN 201.  Emphasis on oral expression, vocabulary expansion, spelling, grammar, composition and, more specifically, reading and writing and culture.  Conducted in Persian.",Undergraduate,Homa Esfarjani,http://www.csun.edu/meis,"Intermediate course designed to strengthen existing communicative skills and cultural knowledge developed in PERSIAN 201.  Emphasis on oral expression, vocabulary expansion, spelling, grammar, composition and, more specifically, reading and writing and culture.  Conducted in Persian.",http://www.csun.edu/mcll/,,PERS202: Intermediate Persian II,2011
1526,AC-50089-11,"A historical and critical study of emergence and development of the mystical tradition of Islam, Sufism, with particular attention to literary and artistic works that are informed by Sufism as well as the relevance of Sufism to the modern world. &#x0D; &#x0D; ",Undergraduate,Mustafa Ruzgar,http://www.csun.edu/meis,"A historical and critical study of emergence and development of the mystical tradition of Islam, Sufism, with particular attention to literary and artistic works that are informed by Sufism as well as the relevance of Sufism to the modern world. &#x0D; &#x0D; ",http://www.csun.edu/religious.studies/,,RS346: Sufism,2011
1528,AC-50089-11,"In this course we will create multimedia news content, which can include audio, video, photographs, text and social media content about Muslims. In creating this content, students will learn how Muslims and Islam have been traditionally covered in the news media and what the challenges with this coverage have been. The goal is to overcome the common stereotypes and problems with such coverage while learning online journalism skills.",Graduate,Melissa Wall,http://www.csun.edu/meis,"n this course we will create multimedia news content, which can include audio, video, photographs, text and social media content about Muslims. In creating this content, students will learn how Muslims and Islam have been traditionally covered in the news media and what the challenges with this coverage have been. The goal is to overcome the common stereotypes and problems with such coverage while learning online journalism skills.",http://www.csun.edu/journalism/index.html,,JOUR495MAM. Muslims and the Media,2011
1586,HD-51129-10,"Four-week curricular unit for K-12 teachers and students that teaches students how to create digital stories about local history in four steps:&#x0D; 1. digital storytelling&#x0D; 2. historical research&#x0D; 3. storyboarding and script writing&#x0D; 4. creating the digital story&#x0D; &#x0D; The curriculum and its support materials are available online, free of charge.",K - 12,Mark van 't Hooft,http://www.rcet.org/geohistorian/curriculum,GeoHistorian Project page where curriculum can be downloaded,http://geohistoriandemo.wikispaces.com,GeoHistorian demo wiki (curricular support materials),GeoHistorian Curriculum,2012
1596,FA-54195-08,"This course will investigate a number of hyperintensional concepts that have been at the center of much recent discussion in metaphysics, such as the notions of grounding, ontological dependence, metaphysical explanation, metaphysical fundamentality, reducibility, and real definition. We are planning to strike a balance between giving an overview of recent philosophical developments and talking about our own work in progress. We will begin the semester with a discussion of recent work on grounding, followed by a detailed look at a number of more specific question about the grounding relation, e.g. about its formal properties, whether facts about grounding are fundamental, and the relationship between grounding and real definition. Next, we will focus on a specific question about fundamental reality, namely whether all fundamental facts are qualitative, or whether they include facts about which specific individuals exist and how the different qualitative roles are distributed over them. We will consider the commitments, attractions and drawbacks of different possible positions on this issue. This discussion will illustrate the connections between fundamentality and reduction on the one hand and supervenience on the other. That, in turn, will serve as an introduction to our next topic: the connection between hyperintensional and modal notions. Most likely, we will discuss the thesis—propounded by Kit Fine, among others—that modal distinctions can be explained in terms of essence. We will end the seminar by looking briefly at a few other hyperintensional notions, such as truth-making and constitution.",Graduate,"Shamik Dasgupta, Boris Kment",,,,,Hyperintensional Metaphysics,2010
1597,ES-23168-02,"An edited collection of teaching materials, lesson plans and guides for grade 4-12, along with a slide show of photographs and diagrams, from the Lewis and Clark Institute held at Minot State University, July 2003.",Other,Department of History at Minot State University,http://www.worldcat.org/title/contexts-and-legacies-of-the-lewis-and-clark-expedition-lesson-plans-and-curricular-materials/oclc/65429052?referer=di&amp;ht=edition,,,,The Contexts and Legacies of the Lewis and Clark Expedition:  Lesson Plans and Curricular Materials,2003
1598,ES-50042-04,"An edited collection of teaching materials, lesson plans and guides for grades 4-12, from the Lewis and Clark Institute held at Minot State University, July 2004.  Formats include lesson plans, WebQuests, and DBQs. Themes include Exploration and Environment, Jefferson and Nation-Building, American West, and Native Cultures and Legacies.",Other,Department of History at Minot State University,,,,,The Contexts and Legacies of the Lewis and Clark Expedition:  Lesson Plans and Curricular Materials,2005
1645,SP-50009-09,"This is the student text for a yearlong study of Alaska. It was designed for third grade students and teachers in the Anchorage School District. The unit is grounded in Alaska content and cultural standards an is multi-disciplinary, with social studies concepts, language arts skills, and social and emotional learning activities.",K - 12,Dr. Patricia H. Partnow,,,,,Picturing Alaska - social studies 3rd grade,2011
1646,SP-50009-09,"This is the teacher's guide for a yearlong study of Alaska. It was designed for third grade students and teachers in the Anchorage School District. The unit is grounded in Alaska content and cultural standards an is multi-disciplinary, with social studies concepts, language arts skills, and social and emotional learning activities.",K - 12,Dr. Patricia H. Partnow,,,,,Picturing Alaska Teacher's Guide: social studies 3rd grade,2011
1647,SP-50009-09,"This is the student text for a yearlong study of Alaska. It was designed for second grade students and teachers in the Anchorage School District. The unit is grounded in Alaska content and cultural standards an is multi-disciplinary, with social studies concepts, language arts skills, and social and emotional learning activities., 2011",K - 12,"Dr. Patricia H. Partnow, Clare Gauster",,,,,Picturing Anchorage - social studies 2nd grade,2011
1648,SP-50009-09,"This is the teacher's guide for a yearlong study of Alaska. It was designed for second grade students and teachers in the Anchorage School District. The unit is grounded in Alaska content and cultural standards an is multi-disciplinary, with social studies concepts, language arts skills, and social and emotional learning activities., 2011",K - 12,"Dr. Patricia H. Partnow, Clare Gauster",,,,,Picturing Anchorage Teacher's Guide: social studies 2nd grade,2011
1828,HD-51129-10,"Two-part brochure that educates the general public about QR codes, how to access their embedded information, and how they were used in the GeoHistorian Project. The brochures also show the locations of the 29 markers installed at historical sites in Kent, Ohio. Part 1 of the brochure contains a scavenger hunt for 10 of the historical sites",General Public,Mark van 't Hooft,http://www.rcet.org/geohistorian/publications-presentations/,Publications and Presentations page of the GeoHistorian Project website. Digital versions of the brochure can be downloaded here.,http://www.rcet.org/geohistorian/2012/05/01/geohistorian-brochures/,"Blog post announcing the brochures, with links to digital versions.",Learn about Kent's History Using QR Codes and Your Mobile Phone!,2012
2470,HT-50046-11,Course material for social network analysis and visualization,K - 12,Michael Simeone,,,http://isda.ncsa.illinois.edu/~mpsimeon/notes/,,Social network analysis and visualizations/3d Visuals,2012
2954,PJ-50061-10,"Guest lecturer for the Digital Libraries class, MS Information Sciences, University of Tennessee. Talked to students about the data created for TNDP, and gave a demonstration of Chronicling America.",K - 12,Louisa Trott,,,,,Introduction to Chronicling America and TNDP,2013
1935,PJ-50070-10,"The purpose of the briefing book is to provide information about the Vermont Digital Newspaper Project, to guide Advisory Committee members in the selection of newspapers on microfilm to be digitized, and to offer suggestions for other activities the committee might pursue.  It also includes a tutorial on using Basecamp Project Management software, an essential tool for project communication. The intended audience of this work is VTDNP Advisory Committee members.  It may also be interesting to a general audience, or to other NDNP state projects.&#x0D; &#x0D;  The Briefing Book is modeled on the Minnesota Digital Newspaper Project's Advisory Board Briefing Book, graciously shared with us by Anne Levin of the Minnesota Historical Society.","K - 12, Undergraduate","with contributions from members of the VTDNP Project Management Group, Lorraine Lanius, compiler",http://library.uvm.edu/vtnp/VTDNP-BriefingBookRev20110426.pdf,"Direct link to the Advisory Committee Briefing Book via the VTDNP web site. Briefing Book last revised, Apr. 26, 2011.",,,"Vermont Digital Newspaper Project Advisory Committee Briefing Book, Phase 1 (2010-2012)",2010
1941,EH-50075-06,O'Connor course taught in Summer 2008.,K - 12,"Douglas Robillard, Jr.",,,,,Graduate Seminar on O'Connor,2008
1942,EH-50075-06,"Robillard consulted with the publisher Wipf &amp; Stock about its Flannery O'Connor Studies Series. This consultation led to the reprinting of two books about O'Connor, by Preston Browning and Josephine Hendin.","K - 12, Undergraduate","Douglas Robillard, Jr.",http://wipfandstock.com,,,,"Consultation with Wipf and Stock ",2009
1951,EH-50075-06,course taught at Widener University,K - 12,Mark S. Graybill,,,,,Engl 380 Author Study - Flannery O'Connor,2009
1952,EH-50075-06,"O'Connor is incorporated as the primary figure in this ""gateway"" course required of English majors at Widener University.",K - 12,Mark S. Graybill,,,,,Engl 301 - Methods of Literary Study,2008
1954,EH-50075-06,"Like many of the conference participants, Sykes reports improvement in already existing courses. He also reports that he conducted a summer research project with an undergraduate student.",K - 12,"John D. Sykes, Jr.",,,,,summer research project,2010
1955,EH-50075-06,Mercer University Great Books course,K - 12,Charlotte Thomas,,,,,GBK 495 - Flannery O'Connor,2011
1962,EH-50075-06,Davis teaches a unit on O'Connor in his freshman Literature and Research course at Gordon College.,K - 12,Doug Davis,,,,,Engl 1102,2007
1966,EH-50075-06,Course at New York City College of Technology,K - 12,Carole Harris,,,,,Engl 3402 - The Literature of the Civil Rights Era: 1955-1965,2009
1967,EH-50075-06,Course at New York City College of Technology,K - 12,Carole Harris,,,,,Engl 3403 - Rereading Flannery O'Connor in an Age of Terrorism and Technology,2011
1976,EH-50075-06,course at Grand Valley State University,K - 12,Avis Hewitt,,,,,"Engl 612 - Women Writers of the Cold War: Flannery O'Connor, Shirley Jackson, and Eudora Welty",2011
1977,EH-50075-06,course at Grand Valley State University featuring O'Connor alongside other writers,K - 12,Avis Hewitt,,,,,Engl 605: Literature of the American South,2010
1979,EH-50075-06,"spring term course being taught at Gordon College, Wenham, MA",K - 12,Caolyn M Kerr,,,,,"New Course: ""The Divine Vision of Flannery O'Connor""",2012
1981,EH-50075-06,course at Bangor Theological Seminary,K - 12,J. Ramsey Michaels,,,,,new course on O'Connor,2009
1982,EH-50075-06,course at Bangor Theological Seminary featuring O'Connor with other authors,K - 12,J. Ramsey Michaels,,,,,"course on ""New Testament Theology and Modern Fiction""",2011
1983,EH-50075-06,"course prominently featuring Flannery O'Connor, taught several times since 2007 at Ball State University.",K - 12,Barbara Zimmermann Bogue,,,,,Special Topics in Creative Writing,2007
2038,AC-50067-09,"This anthology is being used as a required text book in English Composition I and II and World Literature Studies. It contains articles that are divided into the following chapters:&#x0D; Sacred Water, Global Water, Water in San Antonio and the Southwest, Water in Asia, Water in Africa, Water in Literature: Poetry, and Water in Literature; Prose. Thus, it reflects the thematic and geographical scope of the lecture series over the past three years. The proceeds from this book are directed to a restricted fund and will allow us to sustain the lecture series and related activities the grant afforded us well into the future.",K - 12,"Department of English, University of the Incarnate Word, San Antonio",,,,,The Water and Culture Reader,2011
2058,MI-50090-08,"Join 4 teens from Hangzhou, China to gain insight into Chinese life and culture. Through 4 video diaries, viewers will experience a school day, visit the countryside, see the training of an opera student, and share in a birthday celebration.  Video diaries are in English and Mandarin, complete with Chinese vocabulary lists and pronunciation guides, making them ideal for language learning and cultural studies.  Interactive maps of China and the world offer lessons in geography.  Cultural curricula activities make this DVD-ROM an engaging classroom resource.",K - 12,Boston Children's Museum,http://www.cheng-tsui.com/search/node/children+of+hangzhou,"&#x0D; &#x0D; &#x0D; Children of Hangzhou - DVD&#x0D; &#x0D; ISBN/SKU: 9780887277634&#x0D; &#x0D; &#x0D; &#x0D; &#x0D;  &#x0D;  &#x0D; Join four teens from Hangzhou, China—Doudou, Weicheng, Gangzheng, and Qianyun—and gain insight into Chinese daily life. China is in the news every day, but not in a way that gives Westerners a true sense of the different facets of Chinese people's lives. Through these four video diaries, viewers will experience a school day, visit the countryside, see the training of an opera student, and share...",,,"Children of Hangzhou:  Connecting with China, DVD-ROM",2010
2120,RQ-50431-10,"Spence devoted a Spring 2012  course to study and analysis of the poems edited and translated in our project.  The course was cross-listed in the departments of Classics and Comparative Literature (catalogue numbers CLAS 4220/6220 and CMLT 4070/6070, respectively), and included both undergraduates and graduate students.",K - 12,"Spence, Sarah",,,,,“Ancient Epic and the Renaissance”,2012
2159,PJ-50070-10,"A half-day seminar given by Tom McMurdo on July 26, 2012 as part of an interactive class for the Vermont K-12 teacher professional development program, Turning Points in American History. The presentation examines UVM Libraries resources, walks through a tutorial for searching online newspapers, and poses research questions about the Emancipation Proclamation of 1863, with practical applications for using Chronicling America's digitized newspaper content to find some answers.  Audience: K-12 teachers and educators.",K - 12,Tom McMurdo,http://library.uvm.edu/vtnp/publicity/July 26 2012 TPAH class.pdf,Presentation slides used for the seminar.,http://www.turningpointsinamericanhistory.org,The website for Turning Points in American History provides an overview of the program and calendar of activities.,Searching Online Newspapers for K-12 Educators,2012
2171,AC-50156-12,"A team taught course titled ""Mind, Consciousness, and Computers"" is a General Education Course that explores the philosophical, psychological, and technological interdisciplinary aspects and uses of Artificial Intelligence.","K - 12, Undergraduate","Dr. Anderson Brown, Dr. J. Fernando Vega, Dr. Ana Nieves",,,,,"The Convergence of Mind, Conciousness, and Computers",2012
2172,AC-50089-11,"This course is an introduction to the Arabic language.  The focus will be on the Arabic alphabet and on the linguistic skills of reading, writing, listening, speaking, and culture.  Basic conversational skills will deal with everyday life and concrete topics such as family and friends, likes and dislikes, exchange of common courtesies, places of origin, etc.   &#x0D; ",K - 12,Ahmed Bouguarche,,NA,,NA,ARAB 101: Elementary Arabic,2012
2173,AC-50089-11,"This course is an introduction to the Arabic language.  The focus will be on the Arabic alphabet and the linguistic skills of reading, writing, listening, speaking, and culture.  Basic conversational skills will deal with everyday life and concrete topics such as family and friends, likes and dislikes, exchange of common courtesies, places of origin, weather, etc.   &#x0D; This section is mostly lab work.",K - 12,Dr. Ahmed Bouguarche,,NA,,NA,ARAB 102: Elementary Arabic,2012
2279,FN-50065-10,"Face-to-face interaction in multimodal contexts involves the integration of linguistic constructions, voice qualities, gestures and gesticulation, eye gaze, as well as other embodied actions relevant to the ongoing discourse.  Cross-cultural and cross-linguistic comparison of talk in interaction raises methodological concerns about just what is comparable across different ethnographic contexts, as well as what means researchers have to recognize actions as socially relevant to the flow of discourse when our own speaker-intuitions are not a viable source of knowledge.  In this course we will survey theoretical literature on multimodal interaction and cross-cultural conversation analysis, and build analytical skills working with video data through a focus on less-commonly studied languages recorded in their natural discourse settings.  Skills will involve tools for video editing, transcription, and the discourse coding of both verbal and non-verbal semiotic actions.  Laboratory ""data sessions"" will be conducted throughout the term in which class participants will hone analytical skills through the formulation and testing of hypotheses grounded in the turn-by-turn sequences of the transcribed video data.  Requirements are engagement of course readings, active participation in class discussions and data sessions, write-ups of data session findings, and a term project that can involve a student's own data or data from archived sources.  This course provides you with tools and experience working with interaction data different from your own language and culture and methods for productive comparison across the typological and cultural variability of the world's languages.",K - 12,Mark A. Sicoli,,,,,“Multimodal Interaction in Cross-Cultural Perspective”,2012
2286,PJ-50070-10,"Revised and updated for Phase 2, the purpose of the briefing book is to provide information about the Vermont Digital Newspaper Project, to guide Advisory Committee members in the selection of newspapers on microfilm to be digitized, and to offer suggestions for other activities the committee might pursue.  In addition to Vermont historical time lines and title lists, it also includes a tutorial on using Basecamp Project Management software, an essential tool for project communication. The intended audience of this work is VTDNP Advisory Committee members.  It may also be interesting to a general audience, or to other NDNP state projects.&#x0D; &#x0D;  The Phase 1 and Phase 2 Briefing Books are modeled on the Minnesota Digital Newspaper Project's Advisory Board Briefing Book, graciously shared with us by Anne Levin of the Minnesota Historical Society.",K - 12,Lorraine Lanius,http://library.uvm.edu/vtnp/VTDNP-BriefingBookRev20121121.pdf,"Phase 2 VTDNP Advisory Committee Briefing Book, via the project web site.",,,"Vermont Digital Newspaper Project Advisory Committee Briefing Book, Phase 2 (2012-2014)",2012
2295,AQ-50761-12,"Tentative syllabus for course on civility includes Aristotle's Ethics and Politics, Pieper's Leisure the Basis of Culture, Montaigne's Essays, Oakeshott's On Human Conduct, Shils's The Virtue of Civility.","K - 12, Undergraduate",Ann Hartle,,,,,What is civility?,2012
2341,HD-51128-10,"The project has been used as a case study in the course ""Digital Humanities"", Department of Computational Linguistics, Division of Philology, Higher School of Economics, Moscow",K - 12,"Mikhail Gronas, Roman Leibov, Anastassia Bonch-Osmolovskaya, Anna Rumshisky",,,,,"Case Study for the course Introduction to Digital Humanities, HSE, Moscow",2013
2403,FA-55993-11,"Dante Alighieri may not have invented Hell but he created the most powerful and enduring vision of the underworld as a place of eternal punishment for lost souls in the afterlife. This course takes you on a journey down through the nine circles of Hell presented in Dante's Inferno. ""Danteworlds,"" a book and award-winning Web site created here at UT, will help guide you by portraying infernal creatures and scenes and by explaining the medieval poem's vast array of references to religion, philosophy, history, politics, and other works of literature. Along the way, you will encounter adaptations and echoes of Dante's Inferno in selected literary, artistic, cinematic, and popular works, ranging from Sandro Botticelli's illustrations, Mary Shelley's Frankenstein, and a silent Inferno film to T. S. Eliot's ""The Love Song of J. Alfred Prufrock,"" Vincent Ward's What Dreams May Come, and Dante-inspired music and video games.",K - 12,Guy Raffa,http://uts.cc.utexas.edu/~guyr/UGS3032013264395.pdf,Course syllabus,,,Dante's Hell and Its Afterlife,2013
