111,PD-50006-07,Klallam language material including a classified word list: 3500 Klallam words with around 1000 linked to mp3 sound files; four interactive flash videos (conversation between elders with subtitles); a set of model sentences in 117 mp3 files from the Klallam grammar;  a set of four computer games for learning Klallam vocabulary and pronunciation to download; a set of 85 morphologically analyzed useful phrases with audio;  two narratives with audio and grammatical analysis; three YouTube videos with Klallam and English subtitles; a set of Klallam tongue twisters with audio; photos of Klallam Language Program participants; a bibliography; a family tree of the Salishan languages; a description of the alphabet; a map of the Klallam language and neighboring languages; Klallam keyboard software and a guide to using it.,Timothy Montler,http://www.ling.unt.edu/~montler/Klallam,,,,Klallam Language,2009
125,PW-50328-09,"The entire contents of the printed volumes are made accessible, as well as articles for the rest of the alphabetical sequence not yet in print. The articles are formatted in Unicode for accurate and reliable viewing.",Encyclopædia Iranica Foundation,http://www.iranicaonline.org,"This is a redesign of the 1998 iranica.com website, with essential features added  such as tagging and comments, improvement of search capabilities, and online administrative functions for real-time maintenance of the content by Encyclopædia Iranica staff. ",,,Encyclopædia Iranica (Online),2010
128,PJ-50026-07,"Nebraska Newspapers is includes historically significant newspapers representing geographic, economic, political, cultural and linguistic diversity. Papers are selected by an advisory board and submitted to Chronicling America at the Library of Congress. On this site, privately funded digital newspapers are being added to NEH-funded content.",CDRH,http://chroniclingamerica.loc.gov,"Nebraska newspapers are hosted by the Library of Congress on  Chronicling America, now a collection in the Library of Congress's main website.",http://nebnewspapers.unl.edu,"Nebraska Newspapers is the state website of the project. In addition to NEH-funded material, it include papers funded through other funding sources. Most of these other papers are out of scope for the National Digital Newspaper Program, however some are in scope but exceed the number that we can submit to the Library of Congree",Nebraska Newspapers,2010
129,PJ-50026-07,See description under Phase One.  Work began in Spring 2009 and was published in 2010.  This site is a work-in-progress.,CDRH,http://nebnewspapers.unl.edu,,,,Nebraska Newspapers,2010
130,GP-50062-03,"Taking Gary Moulton's award-winning edition of the Journals of the Lewis and Clark Expedition published by the University of Nebraska-Lincoln Center for Great Plains Studies and University of Nebraska Press, the Center for Digital Research in the Humanities and an excellent advisory board re-imagined the print version into an online version that includes video, audio, and many supplementary materials for studying the expedition.","The Corps of Discovery and Gary Moulton, editor, Center for Digital Research in the Humanities",http://lewisandclarkjournals.unl.edu,,,,Journals of the Lewis and Clark Expedition online,2006
155,FA-54586-09,"The early stages of a webpage, which will become fully integrated with a searchable database",Tracy Miller,http://www.vanderbilt.edu/historyart/faculty/miller/medievalarchitecture.html,,,,Faculty webpage,2009
176,GI-50135-09,Comprehensive website for the For All the World to See project.,"Maurice Berger ",http://www.foralltheworldtosee.org,,,,For All the World to See: Visual Culture and the Struggle for Civil Rights,2010
195,AC-50066-09,report of 2010 summer seminar for Exploring the Global Caribbean,Adriana Garza,http://www.tamuk.edu/news/2010/06/caribbean.html,,,,First Year Seminar Focusing on Caribbean,2010
200,RQ-50485-10,An online lexicon of classical Mandaic words.,Charles Haberl,http://www.mandaic.org/Mandaic/lexicon/main.htm,,,,Mandaic Lexicon,2011
208,GE-50227-10,"Under construction, not public, pending implementation grant.",LCBD,,,,,The Untold Story,2011
224,HD-50847-09,"Web site created as a communication tool for centerNet, an international network of digital humanities centers.  It provides resources for centers and contact information and details about centers.","Neil Fraistat, Katherine Walter",http://www.dhcenternet.org/,,,,centerNet,2011
237,PJ-50045-09,"A collaboration between the National Endowment for the Humanities, the Library of Congress, and states from across the counties to digitize historically significant newspapers dated from 1836-1922 and make them free and searchable online.","Kansas Historical Society, Library of Congress",http://chroniclingamerica.loc.gov/,,,,Chronicling America,2011
240,PJ-50045-09,"Website created to inform patrons about the Kansas Historical Society's involvement in the National Digital Newspaper Program, and direct them to the Chronicling America website where they are able to view and search newspapers important to the history of Kansas and the country.",Kansas Historical Society,http://www.kshs.org/p/kansas-digital-newspaper-program/16126,,,,Kansas Digital Newspaper Program,2011
249,RQ-50382-09,"Addenda to the Lancashire collection (1991)edited by David George, in pdf format on the REED Online website.","eds. Elizabeth Baldwin, David George and David Mills",http://www.reed.utoronto.ca/lancsadd.pdf,Full-text edition of the addenda in pdf format.,,,REED: Lancashire including Isle of Man Addenda,2009
250,RQ-50382-09,"The REED Patrons and Performances Web Site is designed to include a wide range of data about professional performers on tour in the provinces – their patrons, the performance venues they used and the routes they took across the kingdom. Grant period saw the Patrons, Events and Troupes data from Kent: Diocese of Canterbury, Lincolnshire and Inns of Court volumes added to the database.  Also added was information on performance venues from those collections, as well as some for Dorset, Gloucestershire, Herefordshire, and Worcestershire as well as a handful of Shropshire venues.","Jason Boyd, Sally-Beth MacLean, Alan Somerset",http://link.library.utoronto.ca/reed/,Gateway page to the Patrons and Performances database.,,,Patrons and Performances Web Site,2009
251,RQ-50382-09,"EMLoT lets you see what direct use has been made, over the last four centuries, of pre-1642 documents related to professional performance in purpose-built theatres and other permanent structures in the London area. It is not a comprehensive collection of those pre-1642 documents; rather, it charts the copies (or ‘transcriptions') which were subsequently made of them. It thus gives you access to the varied and long ‘after-life' of those documents. It tells you who used them, and when, and where you can find evidence of that use. It also gives you some access to what was used, because it includes a brief account (or ‘abstract') of the transcription's contents, together with a reference to the location of the original document.  (Note: EmLoT is not directly funded by NEH, but is closely associated with the work of the REED project.)","English Dept, University of Southampton, Records of Early English Drama, Centre for Computing in the Humanities, King's College, London",http://www.emlot.kcl.ac.uk/,Gateway page for the Early Modern London Theatres database.,,,Early Modern London Theatres,2011
260,RZ-20867-02,"The REED Patrons and Performances Web Site is designed to include a wide range of data about professional performers on tour in the provinces – their patrons, the performance venues they used and the routes they took across the kingdom. A pilot version of the website was launched in 2003, and data from the published REED editions began to be added.","Alan Somerset, Sally-Beth MacLean",http://link.library.utoronto.ca/reed/,Gateway page for the Patrons and Performances database.,,,Patrons and Performances Web Site,2003
261,RQ-50237-06,"The REED Patrons and Performances Web Site is designed to include a wide range of data about professional performers on tour in the provinces – their patrons, the performance venues they used and the routes they took across the kingdom. By the end of the grant period, data from all 18 published REED volumes had been uploaded to the database, and information on performance venues added for 14 of the 18.","Jason Boyd, Sally-Beth MacLean, Alan Somerset",http://link.library.utoronto.ca/reed/,Gateway page for Patrons and Performances database.,,,Patrons and Performances Web Site,2006
262,RQ-50114-04,"The REED Patrons and Performances Web Site is designed to include a wide range of data about professional performers on tour in the provinces – their patrons, the performance venues they used and the routes they took across the kingdom. Data on a large number of patrons and Performance venues were added to the database during this grant period.","Jason Boyd, Sally-Beth MacLean, Alan Somerset",http://link.library.utoronto.ca/reed/,Gateway page for the Patrons and Performances database.,,,Patrons and Performances Web Site,2004
272,EE-50007-04,"Based on the world-renowned collections of the Newberry Library in Chicago, ""Frontier to Heartland"" offers access to historical primary sources, scholarly perspectives on the past, and resources to help you use the site.",Newberry Library,http://publications.newberry.org/frontiertoheartland/,,,,Frontier to Heartland: Making History in Central North America,2010
274,AP-50003-09,"In 2009-10, the Newberry Library in Chicago hosted two national Picturing America School Collaboration Project Conferences for high school teachers.  The conference sessions explored the role of landscape imagery in shaping national identity, tracing the shift from a nineteenth-century emphasis on visions of pristine wilderness and rural landscapes to the twentieth-century's urban and industrial scenery.","Newberry Library, Daniel Greene",https://newberrypicturingamerica.pbworks.com/FrontPage,"Newberry Library staff has made the content of its Picturing America School Collaboration Conferences available to the many teachers who received Picturing America poster sets but who were unable to attend the conferences at the Newberry.   At this site, teachers may access Program Information, Participating Scholars and Staff (biographies and links to home pages), Conference Application and Information, Suggested Readings (available to registered conference participants only for reasons of copyright), Presentations of Newberry Library Collections (Audio Slide Shows), Conference Presentations by Scholars (video), Art Institute of Chicago Gallery Tour (website collection with information on each work viewed during the museum tour, including works held in the Terra Foundation for American Art collections), Chicago Architecture Walking Tour (Audio Slide Show), and Lesson Plans.",,,Newberry Library/Picturing America School Collaboration Conference,2010
275,BI-50119-10,"In 2011, the Newberry's Dr. William M. Scholl Center for American History and Culture hosted a Landmarks of American History and Culture Workshop for community college faculty on the company town of Pullman. This workshop provided community college teachers with a week of challenging intellectual engagement and reflection about their research and teaching on labor, race, and urban landscape—concepts central to the nation's historical narrative. Participants spent three days at the Newberry and two days on site visits to the Pullman Historic District and other Chicago locations.",Newberry Library,http://publications.newberry.org/pullman/,"This website tells the story of Pullman in all its facets—-the company from which it began, the model town it became, and the urban neighborhood it remains today. It situates Pullman within broader themes in the history of industrial America, exploring the ways in which Pullman illuminates the roles of labor, race, and urban development have played in shaping both the city and the nation. ",,,"Pullman: Labor, Race, and the Urban Landscape in a Company Town",2011
280,PX-50016-08,"This one year project sought to close the gap between the lack of supporting infrastructure available to humanities scholars and the desire of researchers to access and study resources digitized and/or published to the Web. The project sought to establish a possible framework for e-Humanities research using available open source tools and technologies and archived web content. Sample collections of materials relating to World Wars I &amp; II were compiled to help illustrate researcher needs and requirements and in anticipation of further development of tools for working with very large volumes of data housed by digital archives around the globe.  The WWWoH project was a collaboration between Internet Archive(IA), The Oxford Internet Insitute (OII), and Hanzo Archives. OII and the Australian National University contributed expertise in web research and led the curation of these collections for application and use by humanities scholars. Both IA and Hanzo Archives a[pplied extensive experience in web archiving and in the creation of web collections to extract, assemble, and make accessible, archival data germane to this project.","Hanzo Archives, Oxford Internet Institute, Internet Archive",http://wwwoh-access.archive.org/wwwoh/,This is the traditional browse and search interface assembled for the project to each collection.,,,World Wide Web of Humanities WWI and WWII web site,2009
281,HD-51262-11,"The International Linked Open Data in Libraries, Archives, and Museums Summit was held June 2-3, 2011 in San Francisco CA. Over a 100 leaders in their respective areas of expertise from the humanities and sciences representing 85 distinct institutions convened to catalyze practical, actionable approaches to publishing and consuming Linked Open Data. ",Jon Voss,http://lod-lam.net,"This is the official web site of the LODLAM International Open Linked Data in Libraries, Archives,and Museums Summit held in San Francisco June 2-3, 2011.",,,"LODLAM International Linked Open Data in Libraries, Archives, and Museums Summit",2011
291,HT-50032-10,"University of Denver Institute for Digital Humanities's website was created using the open source publishing platform WordPress and serves as a hub of information about the institute people are program, and about digital humanities more generally. All of the institute fellows and faculty are contributors to the site's blog.",Adrienne Russell,http://idhdu.com/,,,,"University of Denver Institute for Digital Humanities Website ",2011
306,RZ-50350-05,"The Waters of Rome is a refereed, on-line journal of occasional papers concerned with water studies and the city of Rome. Authors submit articles on any aspect of the hydrological or hydraulic history of Rome from the prehistoric to the present day, to be considered for publication. Articles that investigate water and water infrastructure as a system (rather than examining an individual feature) within a social, cultural, or technological context are particularly welcome. The online journal seeks to stimulate discussion about water's role in urban development, especially within the context of issues of infrastructural and landscape urbanism studies. Every submission is reviewed by the editor and a minimum of two outside reviewers who are authorities drawn from the disciplines of history, classics, architecture, landscape architecture, archaeology, architectural and art history, and geography. Authors are responsible for securing any necessary permissions. Authors retain the copyright for any work published at Aquae Urbis Romae: the Waters of the City of Rome.&#x0D; &#x0D; ","Katherine Wentworth Rinne, Editor","http://www3.iath.virginia.edu/waters/article.html ",,,,The Waters of Rome,2001
307,CH-50824-11,This is the website for AAS's Center for Historic American Visual Culture (CHAViC).,Georgia B. Barnhill,http://www.chavic.org,Covers all activities and exhibitions of the Center.,,,Center for Historic American Visual Culture website,2011
315,PW-50353-09,This is a tutorial on how to access images cataloged with this NEH grant via hyperlinks embedded in the online catalog records of AAS.,Jaclyn Penny,http://www.americanantiquarian.org/Exhibitions/Printsinparlor/online.htm,AAS website link,,,Prints in the Parlor: Gift Book and Annual Illustrations,2010
326,HD-51269-11,A website containing preliminary information about Prosop.,Will Hanley,http://www.prosop.org,,,,Prosop website,2011
1064,FB-51758-05,A web site with research and materials on Loie Fuller.,Ann Cooper Albright,http://www.wesleyan.edu/wespress/tracesoflight/online/,,,,Loie Fuller,2007
327,PG-50951-10,"In the spring of 2010, students, faculty, and staff at Vassar College came together to participate in this NEH grant-funded project, which came to be known as the Historic Costume Preservation Workshop (or affectionately known as the HCPW for short). This project included a general preservation assessment, education and training in the form of a series of 3 workshops, and the purchase of needed preservation supplies. The participants' activities are recorded in this blog.",Arden Kirkland,http://blogs.vassar.edu/hcpw,The blog for the Historic Costume Preservation Workshop,,,Blog for the Historic Costume Preservation Workshop,2010
329,RQ-50440-11,"The William F. Cody Archive provides an invaluable record of the late nineteenth-century and early twentieth-century American national development. Through this digital archive and its associated texts, researchers and visitors have an unequaled opportunity to see, through the eyes of Buffalo Bill, the expansion and growth of the American West. Readers are given glimpses of attitudes of the time through his interactions with individuals ranging from statesmen and royalty to noted military and literary figures who sought his opinion on policy questions concerning the American West. A greater understanding of public attitudes and political, economic, and environmental policies that affected the United States during his lifetime are also reflected in his lesser-known roles as a community founder, businessman, rancher, and investor.&#x0D; &#x0D; ",McCracken Research Library at the Buffalo Bill Historical Center and University of Nebraska–Lincoln,http://codyarchive.org/,,,,The William F. Cody Archive,2011
340,PJ-50035-08,Describes 2008-2012 Hawaii NDNP Project: Plan of work; Team Members; Reports; Events &amp; Happenings; Hawaii newspapers in Social Media &amp; LibGuides; Press Room; Related Resources; Subject and Topic Guides,"Martha Chantiny, Erenst Anip, Alice Kim",https://sites.google.com/a/hawaii.edu/ndnp-hawaii/Home,,,,Hawai'i Digital Newspaper Project,2008
394,HD-50482-08,"This is our project website, we are constantly adding updates and there is a complete list of preliminary reports available for download for each fieldwork season. There is also a sub-page that shows some results of the digital work that was done with the help of the digital humanities startup grant.","Nadine Moeller, Lec Maj",http://www.telledfu.org,,,,Tell Edfu Project Website,2008
395,RZ-51147-10,"The remains of what once had been the provincial capital of the second Upper Egyptian administrative district can be found at Tell Edfu. Located between Luxor and Aswan, it is one of the best-preserved ancient towns in Egypt, and one of the rare examples where almost three thousand years of ancient Egyptian history are still preserved in the stratigraphy of a single site. Tell Edfu therefore provides enormous potential for increasing our understanding of ancient urbanism in Egypt, a topic that is still poorly understood since it relies almost entirely on archaeological data. The excavations at Tell Edfu provide an abundance of completely new data, thus shedding a fresh light on the development and character of a naturally grown urban center and the relation to its surroundings.",Nadine Moeller,https://telledfu.uchicago.edu,"This website contains current updates, photographs and further information about the excavation. Additionally, there are reports for each season available to download which describe the progress and results of the project. ",,,Tell Edfu Project Website,2011
398,AP-50021-10,"In August 2010, the Newberry Library in Chicago hosted a regional Picturing America School Collaboration Projects Conference for high school teachers. This regional conference followed the two national conferences hosted by the Newberry in 2009-10. The conference sessions explored the role of landscape imagery in shaping national identity, tracing the shift from a nineteenth-century emphasis on visions of pristine wilderness and rural landscapes to the twentieth-century's urban and industrial scenery.",Newberry Library,http://newberrypicturingamerica.pbworks.com/FrontPage,"Newberry Library staff has made the content of its Picturing America School Collaboration Conferences available to many teachers who received Picturing America poster sets but who were unable to attend the conferences at the Newberry. At this site,teachers may access Participant Information, Participating Scholars and Staff (biographies and links to home pages), Conference Application and Information, Suggested Readings (available to registered conference participants only for reasons of copyright), Presentations of Newberry Library Collections (audio slide shows), Conference Presentations by Scholars (video), Art Institute of Chicago Gallery Tour (website collection with information on each work viewed on the museum tour, including the works held in the Terra Foundation for American Art collections), Chicago Architecture Walking Tour (audio slide show), and Lesson Plans (submitted by participants).",,,Newberry Library/Picturing America School Collaboration Regional Conference,2010
399,HD-50422-08,"Focusing on a neglected but important repertory of polyphonic songs from mid-sixteenth-century France, this unique project puts old books before a diverse audience of modern scholars and musicians in ways that will prompt renewed understanding of these cultural artifacts and their meanings. It is dedicated to sixteen sets of books expertly crafted by the Parisian printer Nicholas Du Chemin between 1549 and 1568. In them, we can trace changing literary tastes, musical fashions, and above all the impact of the relatively new medium of printing on musical culture of the day.  Here readers will find facsimiles of all sixteen sets of books, plus modern transcriptions, scholarly commentaries, and tools for research. There are also links to related projects sponsored by the CESR, including a broader database of the sixteenth-century chanson repertory, a project devoted to the reconstruction of pieces with missing voice parts, and another devoted to the study and editing of the literary texts of the chansons themselves. All of this has been assembled under a number of headings designed to encourage researchers, students, and performers to explore the rich world of the chanson at mid century. We invite readers to make productive use of these resources, and to tell us about what you have learned from them.","Philippe Vendrix, Richard Freedman",http://ricercar.cesr.univ-tours.fr/3-programmes/EMN/duchemin/index.htm,,,,Les livres de Chansons nouvelles de Nicolas Du Chemin (1549-1568),2010
408,HD-51301-11,"With approximately 40,000 menus dating from the 1840s to the present, The New York Public Library's restaurant menu collection is one of the largest in the world, used by historians, chefs, novelists and everyday food enthusiasts. Unfortunately, the menus are very difficult to search for the greatest treasures they contain: specific information about dishes, prices, the organization of meals, and all the stories these things tell us about the history of food and culture. To solve this, the Library is working to improve the collection by transcribing the menus, dish by dish. The website of the NEH funded project, Crowdsourcing Culinary History at The New York Public Library, is called ""What's on the Menu"" and invites the public to help the Library transcribe the menus. The project will allow the Library to dramatically expand the ways in which the collection can be researched and accessed, opening the door to new kinds of discoveries.",The New York Public Library,http://menus.nypl.org/,,,,What's on the Menu? - Website for the New York Public Library's Menus Project,2011
417,PW-50133-08,"This digital presentation offers a glimpse into The New York Public Library's (NYPL) James Legge Collection of rare Chinese books. This collection of 230 titles, amassed by noted nineteenth-century missionary-scholar James Legge (1815-1897), was acquired by the Library in 1909, at which time it formed the basis of the NYPL's Chinese language rare book collection. As part of a NEH-funded project to catalog the Library's collections of rare Chinese books and make them more accessible, six titles from the Legge Collection were digitized and are available here via NYPL's Digital Gallery.",The New York Public Library,http://digitalgallery.nypl.org/nypldigital/explore/dgexplore.cfm?topic=all&amp;col id=722,Collection Guide on NYPL Digital Gallery for six titles from the James Legge Collection.,,,Digitized Chinese Rare Books from the James Legge Collection at The New York Public Library,2010
418,PW-50133-08,"This digital presentation offers a glimpse into The New York Public Library's (NYPL) James Legge Collection of rare Chinese books. This collection of 230 titles, amassed by noted nineteenth-century missionary-scholar James Legge (1815-1897), was acquired by the Library in 1909, at which time it formed the basis of the NYPL's Chinese language rare book collection. As part of a NEH-funded project to catalog the Library's collections of rare Chinese books and make them more accessible, six titles from the Legge Collection were digitized and are available via NYPL's Digital Gallery.",The New York Public Library,http://digitalgallery.nypl.org/nypldigital/explore/dgexplore.cfm?topic=all&amp;col id=722,"Collection Guide on NYPL's Digital Gallery for six digitized titles from the James Legge Collection. ",,,Chinese Rare Books from the James Legge Collection at The New York Public Library,2010
419,PW-50939-11,"The National Endowment for the Humanities awarded a grant of $300,000 to the Shelley-Godwin Archive, a digital resource which will comprising works of Mary Wollstonecraft, William Godwin, Percy Bysshe Shelley and Mary Wollstonecraft Shelley. Humanities scholars, curators, and information scientists from The New York Public Library (NYPL), the Maryland Institute for Technology in the Humanities (MITH), the Bodleian Libraries of the University of Oxford, the Houghton Library of Harvard University, the Huntington Library, Art Collections, and Botanical Gardens, and the British Library will collaborate on the archive's creation. The landing page describes the project and will display updates on its progres.","The New York Public Library, Maryland Institute for Technology in the Humanities",http://shelleygodwinarchive.org/,,,,Landing page for the Shelley-Godwin Archive,2011
432,HD-51110-10,"This peer-reviewed open-access e-journal is devoted to the reformulation of received philological and philosophical ideas of writing and reading literary works, motivated by the advent of electronic texts. It is related to and nurtured by the OPOB. It is a yearly web publication.Humanist Studies &amp; the Digital Age, 1.1 (2011) ISSN: 2158-3846 (online) ",Massimo Lollini,http://journals.library.oregonstate.edu/hsda,The web site includes at the moment the first issue (2011) and the Call for papers for the second issue which will be published at the end of 2012.,,,Humanist Studies &amp;the Digital Age,2011
444,FW-50359-11,"""Arabic Slave Writings and the American Canon"" is a website dedicated to the study and teaching of a pivotal, yet largely unrecognized, element of U.S. literary history: personal writings by African slaves of Muslim descent, composed during their captivity in America, and authored in Arabic. &#x0D; Promoting the integration of this rich and complex heritage into undergraduate curricula, the website serves as companion to Northern Illinois University's own ENGL 331 (American Literature 1830-1860), but also seeks to share its primary texts, translations, and resources more broadly, offering fellow instructors and institutions the materials essential for teaching Arabic slave writings.&#x0D; ",Jeffrey Einboden,http://www.niu.edu/arabicslavewritings/,,,,Arabic Slave Writings and the American Canon,2011
446,HD-50601-09,"At the heart of this website is the journal of James Lawrence Dusenbery: the ""book of verses and fragments"" that he kept to chronicle his senior year at the University of North Carolina from 1841 to 1842. To help recreate the world Dusenbery inhabited, we have surrounded the journal with numerous manuscripts and images that document his family and schoolfellows, as well as the cultural and social milieu that we glimpse within the journal.","Erika Lindemann, Natasha Smith, Hugh Cayless",http://docsouth.unc.edu/dusenbery/,"""Verses and Fragments: The James L. Dusenbery Journal (1841–1842"")",,,Image to XML (image2xml) Project  Site,2011
447,HD-50978-10,"Le Dictionnaire vivant de la langue française (DVLF) represents a new way of looking at French dictionaries.  While we include results from a number of traditional dictionary resources, we've also created a way for you to add your own definitions or word senses to the information we display.  We can also show you dozens of example sentences for the words you look up so that you can see how the words you're curious about have changed over the centuries.  Additionally, you can rate and critique our example sentences, which allows the DVLF to automatically feature the best and most useful information we have.  The DVLF is here to give you a better dictionary, one that reflects the way YOU use language.",The ARTFL Project,http://dvlf.uchicago.edu,Project Website,,,DVLF Website,2011
450,HD-50012-07,The CDL Website consolidates information about CDL font technology resources.,"Cook, Richard, Bishop, Thomas",http://wenlin.com/cdl,,,,CDL Website,2008
496,HD-51042-10,Critical Edition with spectral images of Livingstone's 1871 Field Diary.,Adrian S. Wisnicki (Project Director),http://livingstone.library.ucla.edu/1871diary/,,,,Livingstone's 1871 Field Diary: A Multispectral Critical Edition,2011
497,HD-51042-10,"Archive of high-resolutions TIFF, metadata, and XML transcriptions of David Livingstone's 1870 and 1871 Field Diaries.",Livingstone Spectral Imaging Project,http://livingstone.library.ucla.edu/livingstone archive/,,,,Livingstone Spectral Image Archive,2011
545,HD-51328-11,"This is the official website for the development of Pox and the City, a digital role-playing game for the history of medicine.",Lisa Rosner,http://poxandthecity.blogspot.com,,,,Pox and the City,2011
548,PJ-50061-10,"The TNDP website provides information about the project, project updates, and other historic newspaper-related information.",Louisa Trott,https://info.lib.utk.edu/tdnp/,,,,Tennessee Newspaper Digitization Project,2011
560,RZ-50047-03,"In 1401 a young man named Michael of Rhodes joined the Venetian navy as a lowly galley oarsman. Over the next four decades, he sailed on more than 40 voyages and took part in five major sea battles, rising through the ranks to become a trusted galley commander. Michael documented his life and knowledge in a remarkable manuscript. Only recently rediscovered, it chronicles Michael's service record and includes more than 200 pages of commercial and calendrical computations, a beautifully illustrated section on astrology, some of the earliest surviving portolan aids to navigation, and the world's first known treatise on shipbuilding. The interactive website allows users to explore Michael's world.&#x0D; &#x0D; ",Michael of Rhodes Project,http://brunelleschi.imss.fi.it/michaelofrhodes/,Project website,,,Michael of Rhodes: A Medieval Mariner and his Manuscript,2005
573,RZ-50395-05,"This historical study, a collaboration between Margaret Jacob and Larry Stewart sees industrialization as part of a cultural process with scientific knowledge playing a central role. The humanistic study of industrial life has revealed the depth and sophistication of human agency, a model that contradicts a mechanistic vision of economic activity.  The project makes pertinent industrial archives and writings available on the www.",Margaret Jacob,http://industrialization.ats.ucla.edu/,"From the 1770s onwards Britain experienced an economic growth pattern that was distinctive in world history. The economy did not boom or bust, innovation did not happen and remain dormant, but rather both steadily and continuously grew. What we see in the eighteenth century is the emergence of what Joel Mokyr calls the first ""enlightened economy."" Progress rested on knowledge and it too expanded throughout the century and into the next. This site, made possible, in part, by NEH funding, aims to document the contours of this new knowledge economy by providing manuscripts and printed books from the period that can searched for research into transformations in textile production, coal mining, and steam engines in the mechanization of industry.",,,The First Industrial Revolution,2008
