379,RA-50055-07,Held at the University of Thessaloniki,"E. Kiriatzi (Fitch Laboratory, British School at Athens), Prof. Kathleen Warner Slane",4th Late Roman Coarse Ware conference,4/9/11,,,,,Kythera al fresco:  Examination of Late Roman cooking pots traded in the Aegean
391,FA-55326-10,"In trying to understand the racial turn in conceptions of ethnicity in French America, historians have analyzed language, legal and marital practices, religious discourse and other largely abstract intellectual frameworks. What they have not done is pay attention to the evidence from the couples' daily lives. Rather than situate the debate about intermarriage in terms of intellectual and religious binaries, or positing a clear distinction between the views of Frenchmen in the colony and in France, I propose that we look instead to the material culture of intermarried households. For my analysis suggests that the tensions between supporters and opponents of intermarriage and métissage in Louisiana was primarily located in their degree of familiarity with the exceptional pattern of intermarriage in the Illinois Country, and the way that this was manifested through the frenchified bodies and dwellings emphasized in the locally produced records. The material culture expressions of these couples interfered with the seemingly inexorable rise of racialism in Louisiana, creating its own chronology, and highlighting the uneven development and fractured character of the process of racialization in North America. Or, to put it more compellingly: this evidence helps us grasp the implications of priests in the Illinois Country justifying intermarriage there by asserting, in 1732, that ""there was no difference between a Christian sauvage  and a White.""",Sophie White,McGill University French Atlantic History Group Seminar,4/8/2011,,,,,"““Point de différence entre un sauvage chrétien et un blanc:” Conversion, Frenchification and Material Culture in the Illinois Country”"
392,FA-55326-10,"The 1627 Charter of New France had held out the promise that Indian converts would ""be considered natural Frenchmen,"" ushering in a sequence of failed policies aimed at frenchifying (""franciser"") Indians. By the time the Illinois Country was settled in the late seventeenth century, the premise of frenchification—that identity was mutable—had been largely displaced by proto-racial beliefs. Yet it would be here that missionaries and officials began to claim that women converts married to Frenchmen, and their progeny, had achieved Frenchness. They married in the Church, had their children baptized, and eventually lived not in Indian villages, but within French colonial houses in segregated French settlements, wearing French dress. In other words, they presented visual and material evidence of having frenchified, with the result that local officials and missionaries granted them the legal rights of Frenchmen. Rather than interpreting this adoption of French material culture as assimilation into the colonial order, I propose instead a gendered analysis that showcases the persistence of indigenous beliefs, thereby illuminating the authority of this group of women to define community through material culture.",Sophie White,American Historical Association,1/8/2012,,,,,"“No difference between a Christian Indian and a Frenchman:” Identity, Community and Material Culture"
393,FA-55326-10,"In 1751, the Ursuline nuns of New Orleans initiated a new member, Marie Turpin, who was born to a French father and an Illinois Indian convert mother. The new Sister Ste. Marthewas not been accorded the spiritual rank of a full choir nun but only that of a converse (or domestic) nun. This nuance raises questions about how the Ursulines understood race with respect to Indians in mid-18th century New Orleans, especially when juxtaposed with their response one year later to a violent attack by a Frenchman on the body of one of their female (African) slaves. Asked if they planned to make their own declaration against the accused soldier, the Ursulines stated that the members of the convent (Marie Turpin among them) wished in no way ""to get involved in this affair, neither as accusers nor as defendants,"" that on the contrary, they would rather their slave die than do anything against ""the charity owed to"" fellow French men and women. For both events, a key part of the evidence of the Ursulines' views of Indian and African members of their communities was produced by the nuns themselves, allowing us to contextualize how women accustomed to writing biographies for every member of their order responded when required to describe female ""others.""",Sophie White,"Institute on ""Le français à la mesure d’un  continent : un patrimoine en   partage"" (Laval University-Tulane University)",5/31/2012,,,,,"""Les Limites de l'inclusion: Femmes Amerindiennes et Africaines dans un couvent de la Nouvelle-Orleans"
401,FT-58698-11,"For the past 50 years, Miami has been home for the majority of Cuba's exile population. A common dimension of the exile experience is the refusal to relinquish affective ties to the place of origin. Because of the need to remain connected to a distant place that does not exist anymore, spatial devices - orientation, proximity and distance, directionality, mapping, and navigation – figure prominently in Cuban exile narratives. Though political exiles such as Miami's Cuban diaspora cannot literally return to Cuba, they preserve detailed maps of home in their hearts and minds which allow them to visit often.  Interviews and video from the 2011 Cuba Nostalgia Festival are used to explore how enormous floor maps of Havana, Cardenas, and the country of Cuba are utilized by exiles. The maps prompt exiles to look back in time and space to the Cuba of their childhood, as well as to establish new connections in the present among those whose memories center on the same places. This project illustrates how Cuban exiles fold time and space in ways that encourage a rethinking of placemaking.",Patricia L. Price,Association of American Geographers 2012 Annual Meeting,02/25/2012,,,,,Mapping Memories: Cuban Exiles Navigate Home
403,HD-50298-08,"The extreme endangerment of the Lower Tanana Athabascan language as spoken in Minto, Alaska, makes interpretation of verbal art a priority for remaining speakers.  Investigation of data with elders as guides shows similarities to and differences from Athabascan music and lyrics in other parts of North America.  Community-driven research in this grey area of the humanities proves fruitful for linguistic documentation.",Siri G. Tuttle,"Humanities of the Lesser-Known, University of Lund, Sweden",9/10/2010,,,,,"Language and music in the songs of Minto, Alaska (Keynote)"
404,HD-50298-08,"Song lyrics in Minto (Lower Tanana) Athabascan show prosodic effects that differentiate between morphologically and metrically assigned stress; contra earlier analyses (Tuttle 1998, 2003) the two systems may be distinct in mental grammar.",Siri G. Tuttle,Society for the study of the indigenous languages of the Americas,1/7/2011,,,,,Metrics and music in Minto Athabascan songs
412,RA-50033-05,"Commensality marked a range of public and private occasions in the ancient Mediterranean world. This colloquium will explore the evidence for banquets and feasts held in conjunction with or as a form of religious observance. Department of Classics, University of Canterbury, Christchurch, New Zealand",Dr. Judith Barringer,Dining Divinely: Banqueting in Honour of the Gods,7/7/10,,,,,Dining at Olympia
413,RA-50033-05,"To what extent do cult, myth, place in the (local) pantheon, and genre determine the nature of a divinity? And how do the Greek gods function in their polytheistic system? But also: how did the Greek views change? What was the influence of philosophy? In what way do the gods in later antiquity differ from those in classical Greece ? In short, the aim of the conference is to acquire a synchronic and diachronic view of the gods as they functioned in Greek culture before the triumph of Christianity.",Dr. Judith Barringer,"The Gods of Ancient Greece: Identities and Transformations, the 5th Leventis Conference at the University of Edinburgh ",11/1/07,,,,,Zeus and Olympia
414,RA-50033-05,"Lecture at the XIth International Congress of the European Committee for Sport History, Vienna",Dr. Judith Barringer,XIth International Congress of the European Committee for Sport History,9/17/06,,,,,Ancient Athletics and Civic Identity at Olympia
422,PA-50186-03,"The authors reexamine DARE entries from vol. 1 labeled as having concentrations in the South. Using various digital libraries, they attempt to antedate DARE's earliest citations. Using other web resources, they also try to determine current distribution of those terms.","von Schneidemesser, Luanne, Hall, Joan Houston","Language Variety in the South, III: Historical and Contemporary Perspectives, Tuscaloosa, AL",04/16/2004,,,,,The South in DARE Revisited
430,FT-58636-11,"In 2006, Nellie Y. McKay passed away after losing a hard-fought battle with cancer. Shortly before her passing, McKay shared a secret she had kept hidden from even her closest friends: not only was McKay a divorced mother of two, but the supposedly sixty-something-year-old scholar was also at least ten years older than her colleagues believed her to be. ""Strategies not Truths"" examines letters from McKay's thirty-year correspondence with Historian Nell Painter to explore how McKay's letters challenge the assumed candor of epistolary writing and, instead, mirror her academic perspectives on women writing autobiography.",Shanna Greene Benjamin,National Women's Studies Association Conference,11/11/2011,http://www.nwsa.org/conference/,National Women's Studies Association conference website.,http://convention2.allacademic.com/one/nwsa/nwsa11/index.php?click key=1&amp;cmd=Multi+Search+Load+Person&amp;people id=2669963&amp;PHPSESSID=ea54b56f43cf554a33ee376bd9e39897,"Shanna Benjamin's presentation link, from the conference schedule.",Strategies Not Truths: Nellie Y. McKay and the Art of Self-Construction
437,HD-51110-10,"The paper, presented at the symposium ""Francesco Petrarca: from manuscript to digital culture,"" 3 April 2010 was transformed into an article. This article examines the theoretical premises and consequences of the renewed attention to the intersection between philology, hermeneutics, and criticism in humanist studies in general and in Petrarch studies in particular. The most recent philological achievements–from the new facsimile of Rerum vulgarium fragmenta: Codex Vat. Lat. 3195 (Rvf), edited by Belloni, Brugnolo, Storey, and Zamponi to the new critical edition of Petrarch's masterpiece by Giuseppe Savoca–are presented and discussed as introduction to reflections on the role that a hypertext project, such as the Oregon Petrarch Open Book initiated at the University of Oregon, may play in the return to philology as necessary tool of textual criticism and hermeneutics. ",Massimo Lollini,,01/31/2011,,"Humanist Studies &amp; the Digital Age, 1.1 (2011) ISSN: 2158-3846 (online) This peer-reviewed e-journal is devoted to the reformulation of received philological and philosophical ideas of writing and reading literary works, motivated by the advent of electronic texts. ",,,Return to Philology and Hypertext in and around Petrarch’s Rvf
439,HD-51110-10,"The paper, presented at the symposium ""Francesco Petrarca: from manuscript to digital culture,"" 3 April 2010 was transformed into an article. The article discusses the benefits of having translations of Petrarch available in Japanese, and describes a project to digitize portions of a Japanese translation of the Canzoniere. Conversion from printed Japanese to HTML posed several interesting challenges. ",Nobuko Wingard,,01/01/2011,http://journals.library.oregonstate.edu/hsda/article/view/1181,"Humanist Studies &amp; the Digital Age, 1.1 (2011) ISSN: 2158-3846 (online) This peer-reviewed e-journal is devoted to the reformulation of received philological and philosophical ideas of writing and reading literary works, motivated by the advent of electronic texts. ",,,The Digitization of Japanese Translations of the Rvf in the Oregon Petrarch Open Book
440,HD-51110-10,"The paper, presented at the symposium ""Francesco Petrarca: from manuscript to digital culture,"" 3 April 2010 was transformed into an article. This article presents a research project developed by a group of scholars from different Italian universities; they plan to help construct the hypertext configuration of the Petrarch Project by attempting a first collective research on the fortunes of a single poem of the Rerum vulgarium fragmenta (Rvf), sonnet 35, ""Solo et pensoso i più deserti campi."" The ultimate aim of this mosaic work is to produce a synthetic, but integral, investigation of the fortunes and poetic interpretations of the text. Finally, the article discusses the new perspectives opened by the hypertext approach to the study of the reception of the Rvf. For this reason, this group of scholars extends an invitation to other researchers to collaborate in creating the map of the reception of sonnet 35 and other poems from Petrarch's Canzoniere.",Giorgio Forni,,12/01/2011,http://journals.library.oregonstate.edu/hsda/article/view/1096,"Humanist Studies &amp; the Digital Age, 1.1 (2011) ISSN: 2158-3846 (online) This peer-reviewed e-journal is devoted to the reformulation of received philological and philosophical ideas of writing and reading literary works, motivated by the advent of electronic texts. ",,,For a Study of the Reception of the Canzoniere in the “Petrarch Project”
