1338,HD-51244-11,"In previous posts, I've shown how WordSeer can be used to explore small, well-defined questions: what word did Shakespeare use for ‘beautiful'? Is the occurrence of the word ‘love' the same in the comedies and tragedies? This post is different. WordSeer has now developed enough to support a simple, but complete, exploratory analysis.  The question we'll think about is this:  ""How does the portrayal of men and women in Shakespeare's plays change under different circumstances?""  As one answer, we'll see how WordSeer suggests that when love is a major plot point, the language referring to women changes to become more physical, and the language referring to men becomes more sentimental.",Aditi Muralidharan,Text Mining and the Digital Humanities,2012-01-24,http://mininghumanities.com/2012/01/24/men-and-women-in-shakespeare/,Blog post at mininghumanities.com,,,Men and Women in Shakespeare,http://mininghumanities.com
1339,HD-51244-11,"When scholars try to make sense out of large collections of text, they frequently do two things: compare, and collect. They collect samples of ""interesting"" things, and compare them with each other along various relevant dimensions.  In this post, I demonstrate the collection and comparison features of WordSeer by using it to compare the usage of the word ""love"" in Shakespeares comedies and tragedies. You can watch the screencast, or simply read on. ",Aditi Muralidharan,Text Mining and the Digital Humanities,2011-12-15,http://mininghumanities.com/2011/12/15/wordseer-compares-love-in-tragedies-and-comedies/,Blog post at mininghumanities.com,,,"WordSeer: “love” in Shakespeare’s tragedies and comedies ",http://mininghumanities.com
1340,HD-51244-11,"A common problem in search and exploration interfaces is the vocabulary problem. This refers to the great variety of words with which different people can use to describe the same concept. For people exploring a text collection, this makes search difficult. There are only a limited number different queries they can think of to describe that concept, but they may be missing many other instances that use different words. This is an important issue for humanities scholars. Often, the very first step of a literature analysis is to comb through text, trying to find  thought-provoking examples to study later.  In this post, I give an example of how our project WordSeer, a text analysis environment for humanities scholars, can be used to overcome this problem. In this example, I'll using an instance of WordSeer running on the complete works of Shakespeare from the Internet Shakespeare Editions. It's live, so you can follow along with this example on the web at wordseer.berkeley.edu/shakespeare.",Aditi Muralidharan,Text Mining and the Digital Humanities,2011-12-07,http://mininghumanities.com/2011/12/07/beautiful-in-shakespeare/,Blog post at mininghumanities.com,,,"“Beautiful” in Shakespeare ",http://mininghumanities.com
1362,FB-50005-03,"Stowe missed the deadline for the installment of Uncle Tom's Cabin that was to appear on December 18, 1851. The reason for the missed deadline is unknown.Stowe had failed to meet her deadline twice before; the missed deadline for the December 18 issue was her last such inadvertency. But perhaps missing the deadline for this particular installment was a tactical decision on Stowe's part, designed for a particular effect upon her readers. Analysis of the episodes that were published immediately before and after the number of the Era that appeared without an installment of the tale suggests that Stowe purposely missed her deadline in order to intensify the effect of the Christmas installment.",Barbara Hochman,"Uncle Tom's Cabin in the National Era ",2011-12-18,http://nationalera.wordpress.com/2011/12/18/december-18-1851/,"Uncle Tom's Cabin in the National Era  Presented By: The Harriet Beecher Stowe Center-Hartford, CT ",,,Stowe’s final missed installment of Uncle Tom’s Cabin in the National Era,Harriet Beecher Stowe Center
1409,FS-50092-06,"Patrkus, Ron.      blog, ""Reformation of the Book: A Log of Travels Relating to Books and Printing in Early Modern Europe"" (http://reformationofthebook.blogspot.com/).  Patrkus, Ron.      blog, ""Reformation of the Book: A Log of Travels Relating to Books and Printing in Early Modern Europe"" (http://reformationofthebook.blogspot.com/).      Patrkus, Ron.      blog, ""Reformation of the Book: A Log of Travels Relating to Books and Printing in Early Modern Europe"" ().     Dr. Patkus constructed the whole of this blog, which includes a running account of his experience in our 2007 NEH Summer Seinar for College and University Teachers.     ","Patkus, Ron",,2007-08-15,http://reformationofthebook.blogspot.com/,,,,"“Reformation of the Book: A Log of Travels Relating to Books and Printing in Early Modern Europe""",
1450,PT-50202-11,Description of contents and preservation of four scrapbooks which share the subject of African American collegiate experiences and societies.,Kim Norman,,2012-01-30,https://scholarblogs.emory.edu/marbl/2012/01/30/scrapbooks-of-african-american-collegiate-experience/,Emory Libraries website,,,Scrapbooks of African American Collegiate Experience,
1460,HD-51330-11,"Blog post describes presentation by Brett Oppergaard at the ninth annual International Digital Media and Arts Association Conference in Savannah, Georgia.",Michael Rabby,Women &amp; Domestic Life at the Village of Fort Vancouver,2011-10-20,http://dtc-wsuv.org/wp/fvm/2011/10/20/fort-vancouver-mobile-project-featured-at-idmaa/,,,,Fort Vancouver Mobile Project Featured at IDMAa,http://dtc-wsuv.org/wp/fvm/2011/10/20/fort-vancouver-mobile-project-featured-at-idmaa/
1461,HD-51330-11,Blog post describes forthcoming Digital Storytelling course at WSUV that will utilize the Women &amp; Domestic Life at the Village of Fort Vancouver module of the mobile app as its basis.,Michael Rabby,Women &amp; Domestic Life at the Village of Fort Vancouver,2011-11-03,,,,,Fort Vancouver Project featured in WSUV class,http://dtc-wsuv.org/wp/fvm/2011/11/03/fort-vancouver-project-featured-in-wsuv-class/
1462,HD-51330-11,"Blog post touts the Fort Vancouver Mobile App's designation as one of two ""Call to Action"" designations for Fort Vancouver.",Michael Rabby,Women &amp; Domestic Life at the Village of Fort Vancouver,2011-11-09,http://dtc-wsuv.org/wp/fvm/2011/11/09/fort-vancouver-mobile-project-gets-special-designation/,,,,Fort Vancouver Mobile Project Gets Special Designation,http://dtc-wsuv.org/wp/fvm/2011/11/09/fort-vancouver-mobile-project-gets-special-designation/
1463,HD-51330-11,Blog post discusses John Tobiason's upcoming visit to WSUV and Fort Vancouver to learn about the project as well as explore future collaborations.,Michael Rabby,Women &amp; Domestic Life at the Village of Fort Vancouver,2011-12-06,http://dtc-wsuv.org/wp/fvm/2011/12/06/director-of-new-and-social-media-for-the-national-park-service-to-visit/,,,,Director of New and Social Media for the National Park Service to visit,http://dtc-wsuv.org/wp/fvm/2011/12/06/director-of-new-and-social-media-for-the-national-park-service-to-visit/
1465,HD-51330-11,"Blog post discusses meeting with John Tobiason, the Director of New and Social Media for the National Park Service, with other participating members in the Fort Vancouver Mobile project.",Michael Rabby,Women &amp; Domestic Life at the Village of Fort Vancouver,2011-12-12,http://dtc-wsuv.org/wp/fvm/2011/12/12/fort-vancouver-mobile-team-discusses-present-future/,,,,"Fort Vancouver Mobile Team Discusses Present, Future",http://dtc-wsuv.org/wp/fvm/2011/12/12/fort-vancouver-mobile-team-discusses-present-future/
1466,HD-51330-11,Blog post describes the early meetings of the Digital Storytelling class that is using the Women &amp; Domestic Life at the Village of Fort Vancouver as a working project.,Michael Rabby,Women &amp; Domestic Life at the Village of Fort Vancouver,2012-01-13,http://dtc-wsuv.org/wp/fvm/2012/01/13/digital-storytelling-course/,,,,Digital Storytelling Course,http://dtc-wsuv.org/wp/fvm/2012/01/13/digital-storytelling-course/
1467,HD-51330-11,"Blog post describes the text used by the Digital Storytelling class, one of the first of its kind.",Michael Rabby,Women &amp; Domestic Life at the Village of Fort Vancouver,2012-02-02,http://dtc-wsuv.org/wp/fvm/2012/02/02/mobile-interface-theory/,,,,Mobile Interface Theory,http://dtc-wsuv.org/wp/fvm/2012/02/02/mobile-interface-theory/
1468,HD-51330-11,Blog post features pictures from a recent Digital Storytelling class taken while they worked on the app at Fort Vancouver,Michael Rabby,Women &amp; Domestic Life at the Village of Fort Vancouver,2012-02-04,http://dtc-wsuv.org/wp/fvm/2012/02/04/photos-from-february-2-digital-storytelling-class/,,,,Photos from February 2 Digital Storytelling class,http://dtc-wsuv.org/wp/fvm/2012/02/04/photos-from-february-2-digital-storytelling-class/
1602,HD-51348-11,"This is the project development blog. Activities related to the project are posted here. We post images from meetings, researching the movement of the moon, and other images as seem relevant to the project.","several people, Michelle Aubrecht",,2011-12-02,http://earthworksbuilder.wordpress.com/,Project Development Blog,,,Meet the Earthworks Builders,
1671,HD-51222-11,"This entry announces our project and our blog, The Virtual Paul's Cross Project",John N Wall,,2011-10-25,http://virtualpaulscrossproject.blogspot.com/2011/10/st-pauls-cathedral-rises-again.html,Official blog for the The Virtual Paul's Cross Project,,,"St. Paul's Cathedral Rises Again ",
1672,HD-51222-11,One challenge in modeling buildings and spaces now lost to us is interpreting the evidence that survives. One image that we thought gave us a different view of Paul's Cross turns out to be based on the Gipkin painting and looks different because the engraver reversed the Gipkin image in the process of making this image.,John N Wall,,2011-10-26,http://virtualpaulscrossproject.blogspot.com/2011/10/research-report-which-way-did-pauls.html,This is the blog of the Virtual Paul's Cross Project,,,Research Report: Which Way Did the Paul's Cross Preacher Face?,
1675,HD-51222-11,"In creating a model for the Paul's Cross preaching station, we have had to decide where the preacher stood to deliver his sermon -- underneath the roof of the preaching station or in a pulpit that placed him out from under the roof. We have reviewed contemporary images of preaching stations as well as surviving examples of such structures and decided he was probably in a small pulpit.",John N. Wall,The Virtual Paul's Cross Project,2011-11-04,http://http://virtualpaulscrossproject.blogspot.com/2011/11/did-pauls-cross-have-pulpit.html,Blog for the Virtual Paul's Cross Project,,,Did Paul's Cross Have a Pulpit?,
1676,HD-51222-11,"The Virtual Paul's Cross Project is made possible because St. Paul's Cathedral was the subject of an extensive body of visual documentation. For St. Paul's, the most important are the engravings of Wenseslas Hollar, done for William Dugdale's History of St. Paul's Cathedral (1658). We have located two of Hollar's original drawings made in preparation for his engravings. Happily, they show the parts of the cathedral we are most interested in.",John N. Wall,The Virtual Paul's Cross Project,2011-12-05,http://virtualpaulscrossproject.blogspot.com/2011/12/imagining-st-pauls-hollar-drawings.html,Blog for the Virtual Paul's Cross Project,,,Imagining St Paul's -- the Hollar Drawings,
1685,PT-50202-11,Description of the scrapbooks of African American artist Benny Andrews,Kim Norman,,2012-04-02,https://scholarblogs.emory.edu/marbl/2012/04/02/the-scrapbooks-of-benny-andrews/,"Emory Libraries website, Main library website",,,The Scrapbooks of Benny Andrews,
1934,PJ-50070-10,"The VTDNP is designed to offer regular updates on project news, activities and content as project staff navigate the process of converting historical newspapers on microfilm to fully searchable digital images. The blog was launched on February 7, 2011 and is updated regularly.",Tom McMurdo,,2011-02-07,http://vtdnp.wordpress.com/,,,,Vermont Digital Newspaper Project [blog],
2065,PT-50212-11,"The Stout-Feldman Studio in El Paso, Texas, was well known for its photographic portraits.  The studio's photographers also took pictures of faculty, staff, and organizations at the Texas College of Mines and Metallurgy--now the University of Texas at El Paso (UTEP).  The University Library acquired the collection in 2008 and is now doing preservation work on the collection.  An exhibit of photographs from the collection will be on display in the UTEP Library and will open on June 15, 2012.",Bryan Winter,Transformations: A Blog about UTEP's History and Coming Centennial Celebration,2012-06-13,http://transformations.utep.edu/,"The Transformations blog provides a public, scholarly space in which to investigate the history, transformation, and impact of The University of Texas at El Paso (UTEP) on the occasion of its centennial in 2014. We seek to place the university’s past and present within the context of the El Paso community, Texas and the American Southwest, the U.S.-Mexico borderlands, changes in higher education, and the field of public commemoration.",,,A Photographic Collection – The Stout-Feldman Studio Photographs,http://transformations.utep.edu/
2083,PT-50202-11,Description of the digitization process used to capture the images in Emory's African American scrapbooks,"Methot, Brian",,2012-04-19,https://scholarblogs.emory.edu/marbl/2012/04/19/beautiful-chaos/,Main library website,,,Beautiful Chaos,
2097,PW-50845-11,"The Library of Virginia is pleased to announce the completion of the Petersburg chancery causes digital project. The scanning project was funded by the Circuit Court Records Preservation Program along with a $155,071 grant from the National Endowment for the Humanities (NEH). The collection has been digitized from 1787 through 1912 and the images added to the Chancery Records Index. The most recently added suits cover the years 1889-1912.&#x0D; &#x0D; ",Sherri Bagley,Out of the Box,2012-05-16,http://http://www.virginiamemory.com/blogs/out of the box/2012/05/16/petersburg-chancery-digital-project-now-complete/,Final blog post announcing the completion of the Petersburg Chancery project,http://http://www.virginiamemory.com/blogs/out of the box/,Home page for the Library of Virginia's Out of the Box blog.,Petersburg Chancery Digital Project Now Complete!,http://www.virginiamemory.com/
2098,PW-50845-11,"The latest images from the Petersburg chancery causes digitization project are now available on the Chancery Records Index. The scanning project is funded by the Circuit Court Records Preservation Program along with a $155,071 grant from the National Endowment for the Humanities (NEH). Chancery causes for Petersburg can now be viewed online through 1888. The following is an example of an interesting suit found in this latest addition.&#x0D; &#x0D; ",Greg Crawford,"Out of the Box ",2012-02-06,http://www.virginiamemory.com/blogs/out of the box/2012/02/06/petersburg-chancery-hits-the-rails/,Blog entry for release of Petersburg images.,http://www.virginiamemory.com/blogs/out of the box/,Out of the Box blog.,Petersburg Chancery Hits the Rails!,Virginia Memory http://www.virginiamemory.com/
2229,HD-51425-11,"Place names can have many variants due to not only chronological (e.g., Byzantium, Constantinople and Istanbul) or cultural/linguistic reasons (e.g., Genève, Genf, Ginevra and Geneva) but also due to differences in the exact place or area covered. The confusing connections between place names ultimately reflect the extent/lack of accurate knowledge of the textual sources as well as the changing economic and political lenses through which places were viewed. This blog post explores these issues using an example from the Red Sea.",Francis Deblauwe,Heritage Bytes,2012-09-12,http://ux.opencontext.org/blog/2012/09/12/the-red-sea-is-arabian-erythraean/,Heritage Bytes blog post,,,"The Red Sea is Arabian, Erythraean... Place Name Clustering in Pleiades and TAVO",http://ux.opencontext.org/blog/
2232,PJ-50040-09,"Montana's newspapers often published brief announcements about town visitors, residents who were injured or taken ill, and guests at private gatherings. Most ""personals"" were one- or two-sentence snippets, but once in awhile an event was entertaining enough to qualify for more detailed treatment. &#x0D; ","Patterson, Caitlin",Married by the Mob,2012-07-27,http://www.mthistoryrevealed.blogspot.com/,Montana History Revealed Blog,,,Married by the Mob,Montana History Revealed
2233,PJ-50040-09,"Today's post, Rough on Rats, is the first in our True Crime series. I'm retelling it from reports published in the Anaconda Standard, Butte Intermountain, and Butte Daily Miner on April 26-27, 1894. &#x0D; &#x0D; ","Kirkham, Christine","A new series: Tales of True Crime in Montana ",2012-06-21,http://www.mthistoryrevealed.blogspot.com/,Montana History Revealed Blog,,,"A new series: Tales of True Crime in Montana ",Montana History Revealed
2234,FB-55986-11,Blog article details initial work on the ReDiscovered Minnesota project and highlights Laskey's newsletter volume 2.,"Zimmerman, Joel for Minnesota Original",,2012-08-01,http://www.mnoriginal.org/2012/08/how-tilly-laskeys-study-of-american-indian-objects-brought-her-to-italy/,,https://www.facebook.com/MNoriginal,,How Tilly Laskey’s Study of American Indian Objects Brought Her To Italy,"Minnesota Original "
2235,FB-55986-11,Seven blog posts relating to ReDiscovered Minnesota and the Giacomo Costantino Beltrami project and living in Italy. Science Buzz blog posts are written for a non-specialist audience.,"Laskey, Tilly",,2012-10-01,http://www.sciencebuzz.org/blog/authors/Tilly,"Science Buzz, a division of the Science Museum of Minnesota",,,Science Buzz posts by Tilly Laskey relating to ReDiscovered Minnesota,
2255,HD-51539-12,"The University Press of North Georgia (UPNG), a scholarly press operated by North Georgia College &amp; State University, is holding a workshop on peer review. This workshop is supported by the NEH Digital Start Up grant and will provide information that is useful to stakeholders in the peer review process, including university administrators, scholars, and professionals of the Humanities. Directors of the University of Florida, the University of Akron, and Wayne State University presses will also be attending this informative and groundbreaking workshop.",Corey Parson,,2012-11-01,http://upnorthgeorgia.org/?p=1511,,,,Workshop: Peer Review Processes for Digital Media,University Press of North Georgia
2256,HD-51539-12,"A question we are often asked here at the University Press is ""What is this peer review thing and why is it so important?"" The Oxford English Dictionary defines peer review as ""The review of commercial, professional, or academic efficiency, competence, etc., by others in the same occupation"" In publishing, it is the resulting professional or academic article or manuscript that is reviewed or ""refereed,"" a term associated with Peer Review. And in doing so, the writer(s)' competency in the subject is reviewed.",Christopher Shull,,2012-11-05,http://upnorthgeorgia.org/?p=1529,,,,Peer Review Explained,University Press of North Georgia
2391,PW-50779-11,Overview and examples from the Ruth Reid and Kent Hyde Collection,Stacy Wood,From the June L. Mazer Lesbian Archives: Ruth Reid and Kent Hyde Collection,2012-12-19,http://uclacsw.blogspot.com/2012/12/from-june-l-mazer-lesbian-archives-ruth.html,Blog of the UCLA Center for the Study of Women,,,From the June L. Mazer Lesbian Archives: Ruth Reid and Kent Hyde Collection,http://uclacsw.blogspot.com/
2457,BI-50141-11,"Teaching United States History: working through the United States history survey, this blog examines what we teach and why, how we teach it and with what tools, and what assignments we use and how we evaluate them. It's a forum for teachers and students to discuss their experiences in teaching and studying United States history.&#x0D; &#x0D; The 2012 NEH Summer Experience was explored by this participant.",Nina McCune,Teaching United States History,2012-06-19,http://teachingunitedstateshistory.blogspot.com/2012/06/happy-juneteenth.html,,,,Happy Juneteenth!,
2458,BI-50141-11,A brief note about Dr. Brooms' experience in Savannah and reflections on a historic monument seen while participating in the 2012 Landmarks program.,Derrick Brooms,Still Standing,2012-06-24,http://drbrooms.blogspot.com/,,,,"African-American Monument - Savannah, GA ",
2463,HK-50037-12,Reflections on some of the key issues encountered when decoding data.,Sarah Whitcher Kansa,Decoding Data- A View from the Trenches,2013-02-26,http://ux.opencontext.org/blog/2013/02/26/decoding-data-a-view-from-the-trenches/,"Heritage Bytes, the Open Context blog",,,Decoding Data- A View from the Trenches,Heritage Bytes (ux.opencontext.org/blog/)
2494,PJ-50070-10,"An interactive google map that provides access to the newspaper titles digitized during Phase 1 of the Vermont Digital Newspaper Project. It's simple to use. First, click on an icon to get a list of newspapers from that location. Then click on a title to get access to the digitized content. You can also start by selecting ""View Larger Map"" at the bottom left corner of the map.",Prudence Doherty,,2013-03-17,http://vtdnp.wordpress.com/interactive-map-vermont-newspapers-by-region/,The blog page entry to the map.,http://vtdnp.wordpress.com/2013/03/17/vtdnp-interactive-map/,The original blog entry and introduction to the map.,Vermont newspapers by region: an interactive map,The Vermont Digital Newspaper Project blog (http://vtdnp.wordpress.com/)
2504,PT-50202-11,"Description of contents and preservation of the scrapbooks of African American nurse, Sadye Harris Powell.","Norman, Kim",,2013-04-18,https://scholarblogs.emory.edu/marbl/2013/04/18/atlantas-own-sadye-harris-powell/,,,,Atlanta's Own: Sadye Harris Powell,
2507,PW-51041-12,"post related to goals of Art of Life, schema samples and survey",Trish Rose-Sandler,BHL Notes &amp; News from the BHL staff,2012-08-30,http://blog.biodiversitylibrary.org/2012/08/interested-in-improving-access-to.html,,,,"Blog post called ""Interested in improving access to millions of digital images? """,http://blog.biodiversitylibrary.org
2536,TW-50185-12,Pakistaniaat is a web journal and the editor has created a blog for readers--mostly academics-to comment on the project,Masood Raja,,2013-03-01,http://pakistaniaat.net/2013/03/bridging-cultures-through-film-from-the-melody-queen-to-the-muslim-madonna/#comments,,,,Blog for comments on Film Trailer at Pakistaniaat.net,
2619,GI-50074-09,"Title: ""Handling with care: Some TLC for Montgomery Place paintings""",Rob Schweitzer,,2010-03-24,https://securegrants.neh.gov/eGMS/Grant/Products/ProductsMain.aspx,,,,HHV - Montgomery Place American Arcadia - Blog Post 1,
2620,GI-50074-09,"Title: ""What lovely ribbons you have, Cora!""",Rob Schweitzer,,2010-07-06,https://www.hudsonvalley.org/community/blogs/what-lovely-ribbons-you-have-cora,,,,HHV - Montgomery Place American Arcadia - Blog Post 2,
2622,GI-50074-09,"Title: ""Stereoscopic: Getting 3D at Montgomery Place""",Aaron Ahlstrom,,2010-09-23,https://www.hudsonvalley.org/community/blogs/stereoscopic-getting-3d-montgomery-place,,,,HHV - Montgomery Place American Arcadia - Blog Post 4,
2623,GI-50074-09,"Title: ""En Plein Air at Montgomery Place""",Aaron Ahlstrom,,2010-11-01,https://www.hudsonvalley.org/community/blogs/en-plein-air-montgomery-place,,,,HHV - Montgomery Place American Arcadia - Blog Post 5,
2624,GI-50074-09,"Title: ""A different way of seeing at Montgomery Place""",Aaron Ahlstrom,,2010-11-04,https://www.hudsonvalley.org/community/blogs/different-way-seeing-montgomery-place,,,,HHV - Montgomery Place American Arcadia - Blog Post 6,
2625,GI-50074-09,"Title: ""Super sledding at Montgomery Place""",Rob Schweitzer,,2011-02-08,https://www.hudsonvalley.org/community/blogs/super-sledding-montgomery-place,,,,HHV - Montgomery Place American Arcadia - Blog Post 7,
2696,HD-51768-13,"Stuart Moulthrop, who for the last 25 years has produced many critically significant works of digital writing and art, is arriving for a series of videotaping, on July 8-9, at Washington State University Vancouver, and a public lecture on July 9th at Nouspace Gallery.  The videotaping, taking place in the Electronic Literature Lab (ELL) located at the university, is aimed at producing a performance of his work that can be archived for posterity in international databases and made available in a multimedia web book.",Dene Grigar,"""Pathfinders""  Documenting the Experience of Early Digital Literature""",2013-06-24,http://dtc-wsuv.org/wp/pathfinders,"The URL is aimed at reporting and announcing the activities surrounding the ""Pathfinders"" project.  It was created and is maintained by Dr. Dene Grigar for the purpose of the grant.",,,First Pathfinder Arriving on July 8th,"""Pathfinders""  Documenting the Experience of Early Digital Literature"""
2736,PW-50779-11,"A biography of the organization, called Women Against Violence Against Women, which protested the use of violence against women in movies, television, and music.",Ben Sher,Center for the Study of Women,2013-06-28,http://uclacsw.blogspot.com/2013/06/from-june-mazer-lesbian-archives-wavaw.html,CSW blog,,,From the June Mazer Lesbian Archives: WAVAW,http://uclacsw.blogspot.com
2737,PW-50779-11,"Profile of Ann Giagni, President of the Board of the June Maser Lesbian Archives.",Ben Sher,,2013-06-21,http://uclacsw.blogspot.com/2013/06/interview-with-ann-giagni-of-june-mazer.html,CSW blog,,,Interview with Ann Giagni of the June Mazer Lesbian Archives,cswblogspot.com
2738,PW-50779-11,"Summary of the activities of Broomstick, which was an independent, self-published radical feminist magazine dedicated to supporting and promoting women and lesbian activism and art for an audience of women over forty.",Courtney Dean,CSW blog,2013-05-13,http://uclacsw.blogspot.com/2013/05/records-of-broomstick-magazine.html,,,,From the June Mazer Lesbian Archives: Broomstick Magazine,cswblogspot.com
